id,sender_id,message,timestamp
84,3547113778635846,/reset,2020-07-01 02:40:35
84,3547113778635846,"Có bạn quây ko ban
https://scontent.xx.fbcdn.net/v/t1.15752-9/106613134_713781609405725_4693985412299881992_n.png?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=gRNyl-tqyaAAX9Q4PPO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=ed4b163faf5474a9033c652fcadcb5d6&oe=5F21C64C",2020-07-01 02:41:32
84,3547113778635846,/start conversation,2020-07-01 02:42:08
84,3547113778635846,"/restart
hi shop",2020-07-01 02:44:00
84,3547113778635846,"Có bạn quây ko ban
https://scontent.xx.fbcdn.net/v/t1.15752-9/106613134_713781609405725_4693985412299881992_n.png?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=gRNyl-tqyaAAX9Q4PPO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=ed4b163faf5474a9033c652fcadcb5d6&oe=5F21C64C",2020-07-01 02:44:18
84,3547113778635846,/start_conversation,2020-07-01 02:54:22
84,3547113778635846,có bạn quây ko ban,2020-07-01 02:54:48
84,3547113778635846,"giá bn ạ
https://scontent.xx.fbcdn.net/v/t1.15752-9/106613134_713781609405725_4693985412299881992_n.png?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=gRNyl-tqyaAAX9Q4PPO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=ed4b163faf5474a9033c652fcadcb5d6&oe=5F21C64C",2020-07-01 02:55:40
84,3547113778635846,loại màu xanh kia giá 1tr750 nhỉ,2020-07-01 02:56:24
84,3547113778635846,/start_conversation,2020-07-01 03:04:53
84,3547113778635846,có bạn quây ko ban,2020-07-01 03:05:14
84,3547113778635846,/start_conversation,2020-07-01 03:06:11
84,3547113778635846,có bạn quây ban,2020-07-01 03:06:35
84,3547113778635846,loại màu xanh kia giá 1tr750 nhỉ,2020-07-01 03:07:26
84,3547113778635846,à kích thước thế nào ạ,2020-07-01 03:08:01
84,3547113778635846,có những màu nào ạ,2020-07-01 03:08:24
84,3547113778635846,có khuyến mãi ko,2020-07-01 03:08:49
84,3547113778635846,nước nào sản xuất thế ạ,2020-07-01 03:09:15
84,3547113778635846,của thương hiệu nào nhỉ,2020-07-01 03:09:38
84,3547113778635846,cho mình xem ảnh,2020-07-01 03:10:08
84,3547113778635846,à chất liệu thế nào ạ,2020-07-01 03:10:31
84,3547113778635846,"giá bn ạ
https://scontent.xx.fbcdn.net/v/t1.15752-9/106613134_713781609405725_4693985412299881992_n.png?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=gRNyl-tqyaAAX9Q4PPO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=ed4b163faf5474a9033c652fcadcb5d6&oe=5F21C64C",2020-07-01 03:11:01
84,3547113778635846,ok cảm ơn bạn,2020-07-01 03:11:35
84,3547113778635846,à ship cho mình luôn được ko,2020-07-01 03:12:01
85,3547113778635846,hi,2020-07-01 03:29:29
85,3547113778635846,/start_conversation,2020-07-01 03:38:57
85,3547113778635846,có bạn quây ko ban,2020-07-01 03:39:17
85,3547113778635846,loại màu xanh kia giá 1tr750 nhỉ,2020-07-01 03:40:01
85,3547113778635846,à kích thước thế nào,2020-07-01 03:40:32
85,3547113778635846,có những màu nào ạ,2020-07-01 03:40:55
85,3547113778635846,có khuyến mãi ko ạ,2020-07-01 03:41:15
85,3547113778635846,nước nào sản xuất thế ạ,2020-07-01 03:41:37
85,3547113778635846,chất liệu thế nào ạ,2020-07-01 03:42:00
85,3547113778635846,ok cảm ơn shop,2020-07-01 03:42:22
85,3547113778635846,"giá bn ạ
https://scontent.xx.fbcdn.net/v/t1.15752-9/106613134_713781609405725_4693985412299881992_n.png?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=gRNyl-tqyaAAX9Q4PPO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=ed4b163faf5474a9033c652fcadcb5d6&oe=5F21C64C",2020-07-01 03:42:44
85,3547113778635846,ship cho mình cái này luôn nhé,2020-07-01 03:43:27
85,3547113778635846,/start_conversation,2020-07-01 03:56:34
85,3547113778635846,có bạn quây ko ban,2020-07-01 03:56:53
85,3547113778635846,loại màu xanh kia là giá 1tr750 nhỉ,2020-07-01 03:57:41
85,3547113778635846,/start_conversation,2020-07-01 03:58:14
85,3547113778635846,có bạn quây ko ban,2020-07-01 03:58:34
85,3547113778635846,loại màu xanh kia giá 1tr750 nhỉ,2020-07-01 03:59:11
85,3547113778635846,à kích thước thế nào ạ,2020-07-01 03:59:43
85,3547113778635846,có những màu nào ạ,2020-07-01 04:00:06
85,3547113778635846,có khuyến mãi ko ạ,2020-07-01 04:00:28
85,3547113778635846,nước nào sản xuất nhỉ,2020-07-01 04:00:49
85,3547113778635846,chất liệu thế nào ạ,2020-07-01 04:01:09
85,3547113778635846,ok cảm ơn shop,2020-07-01 04:01:30
85,3547113778635846,"giá bn ạ
https://scontent.xx.fbcdn.net/v/t1.15752-9/106613134_713781609405725_4693985412299881992_n.png?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=gRNyl-tqyaAAX9Q4PPO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=ed4b163faf5474a9033c652fcadcb5d6&oe=5F21C64C",2020-07-01 04:01:52
85,3547113778635846,ship cho mình luôn nhé,2020-07-01 04:02:24
86,3547113778635846,/start_conversation,2020-07-01 04:30:37
86,3547113778635846,có bạn quây ko ban,2020-07-01 04:30:57
86,3547113778635846,loại màu xanh kia giá 1tr750 nhỉ,2020-07-01 04:31:39
86,3547113778635846,à kích thước thế nào ạ,2020-07-01 04:32:10
86,3547113778635846,có những màu nào ạ,2020-07-01 04:32:33
86,3547113778635846,có khuyến mãi ko ạ,2020-07-01 04:33:04
86,3547113778635846,nước nào sản xuất nhỉ,2020-07-01 04:33:25
86,3547113778635846,chất liệu thế nào ạ,2020-07-01 04:33:45
86,3547113778635846,ok cảm ơn shop,2020-07-01 04:34:04
86,3547113778635846,"giá bn ạ
https://scontent.xx.fbcdn.net/v/t1.15752-9/106613134_713781609405725_4693985412299881992_n.png?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=gRNyl-tqyaAAX9Q4PPO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=ed4b163faf5474a9033c652fcadcb5d6&oe=5F21C64C",2020-07-01 04:34:24
86,3547113778635846,ship cho mình luôn nhé,2020-07-01 04:34:56
87,3547113778635846,/start_conversation,2020-07-01 08:22:19
87,3547113778635846,có bạn quây ko ban,2020-07-01 08:22:40
87,3547113778635846,loại màu xanh kia giá 1tr750 nhỉ,2020-07-01 08:23:19
87,3547113778635846,à kích thước thế nào ạ,2020-07-01 08:23:48
87,3547113778635846,có những màu nào ạ,2020-07-01 08:24:10
87,3547113778635846,/start_conversation,2020-07-01 08:25:13
87,3547113778635846,có bạn quây ko ban,2020-07-01 08:25:34
87,3547113778635846,loại màu xanh kia giá 1tr750 nhỉ,2020-07-01 08:26:09
87,3547113778635846,à kích thước thế nào ạ,2020-07-01 08:26:39
87,3547113778635846,/start_conversation,2020-07-01 08:27:25
87,3547113778635846,có bạn quây ko ban,2020-07-01 08:27:44
87,3547113778635846,loại màu xanh kia giá 1tr750 nhỉ,2020-07-01 08:28:22
87,3547113778635846,à kích thước thế nào ạ,2020-07-01 08:28:51
87,3547113778635846,có những màu nào ạ,2020-07-01 08:29:19
87,3547113778635846,có khuyến mãi ko ạ,2020-07-01 08:29:39
87,3547113778635846,nước nào sản xuất nhỉ,2020-07-01 08:30:02
87,3547113778635846,chất liệu thế nào ạ,2020-07-01 08:30:21
87,3547113778635846,ok cảm ơn shop,2020-07-01 08:30:41
87,3547113778635846,"giá bn ạ
https://scontent.xx.fbcdn.net/v/t1.15752-9/106613134_713781609405725_4693985412299881992_n.png?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=gRNyl-tqyaAAX9Q4PPO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=ed4b163faf5474a9033c652fcadcb5d6&oe=5F21C64C",2020-07-01 08:31:46
87,3547113778635846,ship cho mình luôn nhé,2020-07-01 08:32:21
