id,sender_id,message,timestamp
70,2234025483347790,/start_conversation,2020-07-13 05:18:29
70,2234025483347790,"https://scontent.xx.fbcdn.net/v/t1.15752-9/108972135_319474482418912_4675414140209456266_n.jpg?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=F6mFd3ec89QAX8c_Y5T&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=86a09ae17997d6b475a7f06d6acccf54&oe=5F334E66
Bộ này bn ạ",2020-07-13 05:18:46
71,2037690479600135,"Em oi
Em hoi cho c chua
1 tuan roi",2020-07-13 04:34:40
72,3175583589174474,/start_conversation,2020-07-13 04:27:43
72,3175583589174474,"gối này bn shop?
https://scontent.xx.fbcdn.net/v/t1.15752-9/107388765_597696877789719_550778397945462320_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=kHSz6__f79EAX8tGRU_&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=09ce6cbed7f03d86134ffa6b55803570&oe=5F2FD337",2020-07-13 04:27:59
72,3175583589174474,"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/2411587961"", ""product_id"": ""https://shopee.vn/product/36371562/2411587961""}",2020-07-13 04:29:55
72,3175583589174474,???,2020-07-13 04:32:57
73,2277432655603314,C ơi bên mình còn xe đẩy v3 k ạ,2020-07-13 04:08:31
73,2277432655603314,"/confirm_attribute_value{""brand"": ""Vovo""}",2020-07-13 04:13:48
73,2277432655603314,Cho mình xem các mẫu với ạ,2020-07-13 04:14:03
73,2277432655603314,"Mình muốn xe để đi du lịch bạn ạ
https://scontent.xx.fbcdn.net/v/t1.15752-9/106544693_271873744114841_1624343888317698884_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=8DTHKfVW0AsAX8lVpT1&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=27ee4b9062656d11c1f323e1c00d8ba2&oe=5F320E99
Xe nhỏ kiểu này này bạn",2020-07-13 04:14:33
74,3080394978742179,/start_conversation,2020-07-13 03:58:47
74,3080394978742179,Dạ cho em hỏi bên mình có nôi vải valder bản 3 full ko ạ,2020-07-13 03:59:15
74,3080394978742179,"https://scontent.xx.fbcdn.net/v/t1.15752-9/107809557_713928739385342_5149702556966554031_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=6kOk5_ybgRYAX_IXQzk&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=c11f3b6d8a37a112dca54162af3b4208&oe=5F325C32
Loại này ạ",2020-07-13 04:01:03
74,3080394978742179,"/disagree{""object_type"": null}",2020-07-13 04:01:45
74,3080394978742179,/connect_employee,2020-07-13 04:07:16
75,3057756410979844,Đến mấy h bên bạn nghỉ nhờ,2020-07-13 03:09:19
76,1822526691179161,Shop ơi ;)) nhận đc hàng rồi...mà thiếu cái bàn đạp của xe thì phải 😭 tìm mãi ko thấy đâu ạ,2020-07-13 02:38:15
77,2497254393667030,"Em ơi
Có clip xe dưới kg",2020-07-13 02:35:49
77,2497254393667030,Cho chị xem gấp vào dễ và gọn kg,2020-07-13 02:36:00
78,2991346397652265,/start_conversation,2020-07-13 02:20:01
78,2991346397652265,Chào bạn,2020-07-13 02:21:28
78,2991346397652265,"Mình vừa gọi điện thoại  hỏi ghế ô tô
https://scontent.xx.fbcdn.net/v/t1.15752-9/107695641_297906418286180_2432312703907140590_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=vAtCBoFdMB4AX-EYLvZ&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=965df3f9c21dbbebbf3601136f5c4f22&oe=5F311BC2
https://scontent.xx.fbcdn.net/v/t1.15752-9/106296611_283754569618630_921710295102774528_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=qdSz63v_kQ4AX8bvlKo&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=841bad5452fda5f61d68ac18164fcc72&oe=5F331127
Mình hỏi mẫu này
Mỗi mẫu 2 chiếc
Nhà mình có sẵn k?",2020-07-13 02:22:30
79,1958047814259903,"Shop ơi
Cho mình đặt thêm 1 đàn",2020-07-13 02:11:35
79,1958047814259903,Bạn giao về 17 T11 nguỹen thị đinhj nhé,2020-07-13 02:11:58
80,3294153953982114,Xe nay hieu gi ah,2020-07-13 02:08:16
81,2925239507519728,Ở hcm hả bạn,2020-07-13 01:57:34
82,4018192878253871,"Bộ đấy trc giá nhiêu bạn nhỉ
Loại size lớn ý tầm 1m2 x 2m",2020-07-13 01:57:25
83,2404223816314611,.,2020-07-13 01:40:55
83,2404223816314611,Alu,2020-07-13 01:45:00
84,3547113778635846,"Có bạn quây ko ban
https://scontent.xx.fbcdn.net/v/t1.15752-9/107003341_1854150054722074_4431083454173965480_n.png?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=u6co6u6gI6UAX8jCZ_6&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=2035d2278757826bb0e78d264a766dc1&oe=5F20DDF2",2020-07-01 02:39:44
