id,timestamp,sender_id,message,bot_message,uc,outcome,silent,user_intent,user_timestamp_detail,bot_timestamp_detail,wait_time
5,2020-06-19,1726398194085573,"https://scontent.xx.fbcdn.net/v/t1.15752-9/105478051_3037553849655855_636203905397754623_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=QMUn3di__BkAX-e2uVM&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=23c02070b1424c1d64bc6d8d1f4a024b&oe=5F13337B
Này shop còn ko ạ","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",1.1, ,0,query_knowledge_base,2020-06-19 02:21:05,2020-06-19 02:21:08,3.0
5,2020-06-19,1726398194085573,"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/729942651"", ""product_id"": ""https://shopee.vn/product/36371562/729942651""}","Sản phẩm Thanh chặn cửa/ chặn cầu thang an toàn cho bé  hiện shop đang có mức giá: *580,000 VND (giá gốc 800,000 VND)*.
",, ,0,query_knowledge_base,2020-06-19 02:21:49,2020-06-19 02:21:49,0.0
5,2020-06-19,1726398194085573,Chiều cao sao ạ,bot handover_to_inbox,, ,0,query_knowledge_base,2020-06-19 02:22:15,no_timestamp,no_wait_time
6,2020-06-18,3019189361451408,https://scontent.xx.fbcdn.net/v/t1.15752-9/104851697_279086183501781_1896431652132346920_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=hFWhIHGe-CwAX8X-wWy&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=32cdce7dd9c0e39f226ac8986ed1e236&oe=5F0EAB23,Bạn đang tìm kiếm thông tin gì ạ?,1.1, ,0,send_link,2020-06-18 07:03:39,2020-06-18 07:03:39,0.0
6,2020-06-18,3019189361451408,SHOP còn quaay ko,Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,, ,0,query_knowledge_base,2020-06-18 07:04:12,2020-06-18 07:04:15,3.0
6,2020-06-18,3019189361451408,Còn xanh ko ah,Bot doing sth,, ,0,query_knowledge_base,2020-06-18 07:05:54,2020-06-18 07:05:54,0.0
6,2020-06-18,3019189361451408,"/confirm_object_type{""object_type"": ""quay""}","Sản phẩm  Quây  Xanh  có giá bán thấp nhất từ: *1,750,000 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!",, ,0,confirm_object_type,2020-06-18 07:06:19,2020-06-18 07:06:20,1.0
6,2020-06-18,3019189361451408,https://scontent.xx.fbcdn.net/v/t1.15752-9/104497485_260410185231809_6882386411055725550_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=iaVQjKKle1UAX8NLqzd&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=a5e54de890d3bebb27a145e82c4de172&oe=5F10D7F6,Bạn đang tìm kiếm thông tin gì ạ?,, ,0,send_link,2020-06-18 07:07:26,2020-06-18 07:07:26,0.0
7,2020-06-18,2653299131407620,"https://scontent.xx.fbcdn.net/v/t1.15752-9/104411303_3941361009267239_1790248105507071587_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=mEjySRabKzUAX8gKafw&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=29276d8af9818bcc25bb4e60f09988b8&oe=5F122625
Gỗ dk e",Vâng ạ!,, ,0,agree,2020-06-18 05:26:46,2020-06-18 05:26:46,0.0
7,2020-06-18,2653299131407620,"Ấp tân tiến.xã tân phú.huyện tân châu.tay ninh
Chữ cái ban rieng","Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",1.2, ,0,handover_to_inbox,2020-06-18 05:27:30,2020-06-18 05:27:42,12.0
7,2020-06-18,2653299131407620,Số ban rieng ha e,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",1.2, ,0,query_knowledge_base,2020-06-18 05:27:42,2020-06-18 05:27:42,0.0
8,2020-06-18,2832518226767530,/start_conversation,"Chào Trâm Anh, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",1.1, ,0,start_conversation,2020-06-18 04:40:22,2020-06-18 04:40:22,0.0
8,2020-06-18,2832518226767530,https://scontent.xx.fbcdn.net/v/t1.15752-9/104446272_802072607202738_7679698079378294856_n.jpg?_nc_cat=103&_nc_sid=b96e70&_nc_ohc=Ykwcu6X5j1wAX--Bbfl&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=40071fc3154f0c0e0a6810738b48e313&oe=5F109D2C,Bạn đang tìm kiếm thông tin gì ạ?,, ,0,send_link,2020-06-18 04:40:37,2020-06-18 04:40:37,0.0
8,2020-06-18,2832518226767530,Mình tìm xe đẩy cho bé,Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,, ,0,query_knowledge_base,2020-06-18 04:41:08,2020-06-18 04:41:11,3.0
9,2020-06-18,3281079132006958,/start_conversation,"Chào Giang Lê, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",1.1, ,0,start_conversation,2020-06-18 02:57:13,2020-06-18 02:57:14,1.0
9,2020-06-18,3281079132006958,https://scontent.xx.fbcdn.net/v/t1.15752-9/104433496_701622013985125_3591659129658352331_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=J98LwZkmJR0AX9Kok_p&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=93a0879ef6767f3358c1fcaa6e01d734&oe=5F10ABFD,Bạn đang tìm kiếm thông tin gì ạ?,, ,0,send_link,2020-06-18 02:57:23,2020-06-18 02:57:23,0.0
9,2020-06-18,3281079132006958,Loại này trẻ 4 tháng ngồi được ko b,Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,, ,0,query_knowledge_base,2020-06-18 02:57:42,2020-06-18 02:57:45,3.0
9,2020-06-18,3281079132006958,"À bên b có loại xách lên máy bay đuọc ko
Loại này hơi to","Sản phẩm Ghế ô tô Zaracos Aroma (Mỹ) độ tuổi sử dụng Trẻ 4 Tháng hiện shop đang có độ tuổi sử dụng: *0-36 tháng*.
Bạn tham khảo các sản phẩm sau nhé ạ:",, ,0,query_knowledge_base,2020-06-18 03:01:52,2020-06-18 03:01:52,0.0
9,2020-06-18,3281079132006958,Bên b có cho nguòi qua lắp lun ko b,bot handover_to_inbox,, ,0,handover_to_inbox,2020-06-18 03:16:19,no_timestamp,no_wait_time
10,2020-06-18,2535538143187015,"https://scontent.xx.fbcdn.net/v/t1.15752-9/96095043_3466177293395251_8256491128006071430_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=882LgS7A6WAAX-InAke&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=92873c629ed465c221ee03a5d2f5d077&oe=5F0F382B
Mẫu này còn màu vang ko ạ",Bot doing sth,, ,0,query_knowledge_base,2020-06-18 02:42:18,2020-06-18 02:42:21,3.0
10,2020-06-18,2535538143187015,"/confirm_object_type{""object_type"": ""ke""}","Dạ, sản phẩm Kệ  Màu Vang hiện tại bên shop đang tạm hết hàng ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé!",1.2, ,0,confirm_object_type,2020-06-18 02:42:35,2020-06-18 02:42:35,0.0
10,2020-06-18,2535538143187015,Vâng ạ,Dạ vâng ạ!,, ,0,agree,2020-06-18 02:43:02,2020-06-18 02:43:02,0.0
11,2020-06-17,4186580641382880,"https://scontent.xx.fbcdn.net/v/t1.15752-9/104398364_272413863811910_5810294025135578564_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=9bB6xIuYsOMAX_wOa0H&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=5f2043b3f7ce62b6478c0b7e46331cc2&oe=5F0D9A56
Này mìn hàng có san k. Ạ",bot handover_to_inbox,1.1, ,0,handover_to_inbox,2020-06-17 08:04:04,no_timestamp,no_wait_time
12,2020-06-17,2518758118198501,/start_conversation,"Chào Hoàng Bầu, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",1.1, ,0,start_conversation,2020-06-17 03:48:39,2020-06-17 03:48:39,0.0
12,2020-06-17,2518758118198501,"Shop ơi bên mình còn xe chòi chân nt hình ảnh ko?
https://scontent.xx.fbcdn.net/v/t1.15752-9/104199784_185615922885463_2292578923557911617_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=lOWAeSgR-YYAX9ozXkf&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=4c418edb689dedc7877d265e855477e6&oe=5F0F9D9A",Bạn vui lòng bấm vào sản phẩm để xem ảnh và thông tin chi tiết nhé!,, ,0,query_knowledge_base,2020-06-17 03:49:31,2020-06-17 03:49:47,16.0
12,2020-06-17,2518758118198501,Chiều nay mình qua đ/c bên bạn ở Âu cơ để lấy 1 xe chòi chân như thế này màu đỏ nhé :),bot handover_to_inbox,, ,0,handover_to_inbox,2020-06-17 03:53:26,no_timestamp,no_wait_time
13,2020-06-17,3055966911144089,https://scontent.xx.fbcdn.net/v/t1.15752-9/103380924_635680330366096_6836035351382362458_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_ohc=KwzHio8Lj1AAX-08zv6&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=0049b9cdd01de559d0c1651921e606fb&oe=5F0F44C7,Bạn đang tìm kiếm thông tin gì ạ?,1.1, ,0,send_link,2020-06-17 02:16:02,2020-06-17 02:16:02,0.0
13,2020-06-17,3055966911144089,Có ảnh thật địu này ko shop,Bạn vui lòng bấm vào sản phẩm để xem ảnh và thông tin chi tiết nhé!,, ,0,query_knowledge_base,2020-06-17 02:16:32,2020-06-17 02:16:35,3.0
13,2020-06-17,3055966911144089,Giad là 690 hay 750 vậy sjop,bot handover_to_inbox,, ,0,handover_to_inbox,2020-06-17 02:17:32,no_timestamp,no_wait_time
14,2020-06-16,3334911066520578,/start_conversation,"Chào Ngọc Trâm, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",, ,0,start_conversation,2020-06-16 09:08:31,2020-06-16 09:08:31,0.0
14,2020-06-16,3334911066520578,"/query_knowledge_base{""object_type"": ""ghe_an"",""brand"": ""mastela""}",Bot doing sth,, ,0,query_knowledge_base,2020-06-16 09:08:42,2020-06-16 09:08:42,0.0
14,2020-06-16,3334911066520578,https://scontent.xx.fbcdn.net/v/t1.15752-9/103805015_197480218141742_5023028906878834284_n.png?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=fkYZqdgqyCgAX8F20ah&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=b83128e0df154965ffe1e60e43119003&oe=5F0F34CD,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,send_link,2020-06-16 09:08:49,2020-06-16 09:08:52,3.0
14,2020-06-16,3334911066520578,"Bồn tắm ạ
E lỡ bấm nhầm
https://scontent.xx.fbcdn.net/v/t1.15752-9/103805015_197480218141742_5023028906878834284_n.png?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=fkYZqdgqyCgAX8F20ah&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=b83128e0df154965ffe1e60e43119003&oe=5F0F34CD","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,query_knowledge_base,2020-06-16 09:09:20,2020-06-16 09:09:22,2.0
14,2020-06-16,3334911066520578,"/disagree{""object_type"": null}",Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,1.2, ,0,disagree,2020-06-16 09:11:34,2020-06-16 09:11:34,0.0
14,2020-06-16,3334911066520578,Dạ e tìm mua bồn tắm gấp gọn ạ,Bot doing sth,, ,0,query_knowledge_base,2020-06-16 09:12:04,2020-06-16 09:12:04,0.0
14,2020-06-16,3334911066520578,"/confirm_object_type{""object_type"": ""tham""}",Bot doing sth,, ,0,confirm_object_type,2020-06-16 09:13:33,2020-06-16 09:13:33,0.0
14,2020-06-16,3334911066520578,"/confirm_attribute_value{""price"": ""100k - 500k""}",Bot doing sth,, ,0,confirm_attribute_value,2020-06-16 09:13:42,2020-06-16 09:13:43,1.0
14,2020-06-16,3334911066520578,"/confirm_attribute_value{""size"": ""NULL_1""}",Bot doing sth,, ,0,confirm_attribute_value,2020-06-16 09:13:54,2020-06-16 09:13:54,0.0
14,2020-06-16,3334911066520578,"/confirm_attribute_value{""material"": ""Xốp""}","Sản phẩm  Thảm chất liệu Xốp, giá 100k - 500k  có giá bán thấp nhất từ: *179,000 VND*, bạn vui lòng bấm vào sản phẩm để xem giá bán và thông tin chi tiết!",, ,0,confirm_attribute_value,2020-06-16 09:14:06,2020-06-16 09:14:07,1.0
15,2020-06-16,2892220344222201,/start_conversation,"Chào Tô Thủy, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",1.1, ,0,start_conversation,2020-06-16 08:24:50,2020-06-16 08:24:50,0.0
15,2020-06-16,2892220344222201,"https://scontent.xx.fbcdn.net/v/t1.15752-9/104346606_294855248544339_5191888784108411315_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_oc=AQmliwSmD89nspzn1otRbey0zW_Nr8y-rCXj0lj1s5mqs9EHzAli4cerB741AtIVwB7UZ87IKrYTuoZ0jJmzKi5r&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=5790ace44660880fb072255ff198cb50&oe=5F0C72A7
https://scontent.xx.fbcdn.net/v/t1.15752-9/104100220_583587012344604_7085574660646570284_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_oc=AQm3XOLpsLUOF_cGGezqu6MPwPZ1MpEdKf302M7Nwo5AIEj4QHEFlaQstlhphVAkWSFjdZWYV9APB2Qo_xJ2WNJO&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=d00c09af185bf19fad130bf5cc7fd8e5&oe=5F0E692D
Shop còn xe này ko ạ","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,query_knowledge_base,2020-06-16 08:25:20,2020-06-16 08:25:22,2.0
15,2020-06-16,2892220344222201,Shop ko còn loại xe t gửi à,Bot doing sth,, ,0,query_knowledge_base,2020-06-16 08:26:22,2020-06-16 08:26:22,0.0
16,2020-06-16,3841846022552871,/start_conversation,"Chào Nguyen Nguyen, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",, ,0,start_conversation,2020-06-16 04:09:49,2020-06-16 04:09:50,1.0
16,2020-06-16,3841846022552871,"https://scontent.xx.fbcdn.net/v/t1.15752-9/104430666_253285392430773_8835130479592796783_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=Xa_9j8tunxEAX9BgUyA&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=e4be3e4acca4047c0093015c3389889c&oe=5F0E29A0
Cho mình hỏi sp còn ko s","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,query_knowledge_base,2020-06-16 04:10:10,2020-06-16 04:10:13,3.0
16,2020-06-16,3841846022552871,"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/5316521835"", ""product_id"": ""https://shopee.vn/product/36371562/5316521835""}","Dạ, sản phẩm hiện tại bên shop đang tạm hết hàng ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé!",1.2, ,0,query_knowledge_base,2020-06-16 04:10:56,2020-06-16 04:10:56,0.0
17,2020-06-15,2167018926673666,"Alo shop
Mình muốn mua gối
https://scontent.xx.fbcdn.net/v/t1.15752-9/103048607_182732363167567_1399769078657535463_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=NWZ0tPGr3WQAX9Hf1af&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=9e9d68bec69fca69e91d738037be6945&oe=5F0C4718","Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",1.2, ,0,query_knowledge_base,2020-06-15 05:55:28,2020-06-15 05:55:31,3.0
17,2020-06-15,2167018926673666,https://scontent.xx.fbcdn.net/v/t1.15752-9/103048607_182732363167567_1399769078657535463_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=NWZ0tPGr3WQAX9Hf1af&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=9e9d68bec69fca69e91d738037be6945&oe=5F0C4718,bot handover_to_inbox,, ,0,send_link,2020-06-15 05:55:57,no_timestamp,no_wait_time
18,2020-06-12,3101974299887194,/start_conversation,"Chào Nguyễn Lan Phương, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",1.1, ,0,start_conversation,2020-06-12 07:44:19,2020-06-12 07:44:19,0.0
18,2020-06-12,3101974299887194,"https://scontent.xx.fbcdn.net/v/t1.15752-9/103683244_631701624363395_8726568310186197573_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_oc=AQnXkclhPLkJkEkXESyb83Tya4CcqBbOHnV8KQVM3wa0PC_wZFPR6j_ZBen8Uy2DvyQo7EbuQ7xLnPeQKoIcvj_j&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=f4d4a0e316187ae69888f035a8e8d77d&oe=5F089754
Tư vấn cho m với",bot handover_to_inbox,, ,0,handover_to_inbox,2020-06-12 07:44:35,no_timestamp,no_wait_time
19,2020-06-12,2009981559045341,"Shop ơi vừa r mình có mua ghế ô tô kiêm nôi xách joie gemm chromium
Xem clip hdsd thì thấy có cái này
https://scontent.xx.fbcdn.net/v/t1.15752-9/103487018_1454888834715280_6362253793957486196_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_oc=AQkJegbhBbTYdjQn52-BGqJOyWDjYzMdmC9V8jeD4gUgNT64BUV6-T3qe4LpxociHgQGAIKO0wi3z-t_TjVYSVMG&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=fef8fd7f04f254de7538b02481b87b72&oe=5F06E889
Mà mình nhận thì ko thấy
Này phải mua riêng hay sao ạ",bot handover_to_inbox,1.1, ,0,handover_to_inbox,2020-06-12 05:37:01,no_timestamp,no_wait_time
20,2020-06-12,3074264695983432,/start_conversation,"Chào Phùng Quang Trung, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",, ,0,start_conversation,2020-06-12 03:41:48,2020-06-12 03:41:48,0.0
20,2020-06-12,3074264695983432,"bàn
https://scontent.xx.fbcdn.net/v/t1.15752-9/103419930_967631296989360_2790039973084017804_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_oc=AQmZW7q9Jdo1Tqg84VrP07yNgLmE1vgjoISPVxA0BfdA-dRAyI11fYIFDVRkr5SM72nCPqov2aQEiEMuCW0VEahl&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=1dfc598e837c7ebea947b4149723b483&oe=5F09CDEE","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,query_knowledge_base,2020-06-12 03:44:45,2020-06-12 03:44:50,5.0
20,2020-06-12,3074264695983432,không phải,Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,1.2, ,0,disagree,2020-06-12 03:46:17,2020-06-12 03:46:17,0.0
20,2020-06-12,3074264695983432,bàn học trẻ em,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",1.2, ,0,query_knowledge_base,2020-06-12 03:47:09,2020-06-12 03:47:09,0.0
20,2020-06-12,3074264695983432,bàn học dành cho trẻ em,bot handover_to_inbox,, ,0,query_knowledge_base,2020-06-12 03:47:36,no_timestamp,no_wait_time
21,2020-06-11,1685355428166685,"https://scontent.xx.fbcdn.net/v/t1.15752-9/103270763_998354170584436_6008782271931150004_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=fGRNfc4F4HkAX974UNS&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=a2602719d88fcc6482cd218a337f6c6c&oe=5F08FE60
Shop oi con xe day nay ko?",Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,1.1, ,0,query_knowledge_base,2020-06-11 05:50:52,2020-06-11 05:50:56,4.0
21,2020-06-11,1685355428166685,Minh muon lay 1 xe,Bot doing sth,, ,0,query_knowledge_base,2020-06-11 05:51:29,2020-06-11 05:51:29,0.0
21,2020-06-11,1685355428166685,Minh o dalat,bot handover_to_inbox,, ,0,handover_to_inbox,2020-06-11 05:51:39,no_timestamp,no_wait_time
22,2020-06-10,2685732168120455,"https://scontent.xx.fbcdn.net/v/t1.15752-9/102958979_337007463949832_4486169407731307767_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=hcbdz1mLnyEAX-HG5eb&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=2439ce0d3a42e28633ce059204b1b98f&oe=5F05A32E
phí ship thế nào ạ
mình ở nha trang",bot handover_to_inbox,1.1, ,0,handover_to_inbox,2020-06-10 08:52:19,no_timestamp,no_wait_time
23,2020-06-10,2745523448793940,"Shop ơi còn 2sp này ko ạ
https://scontent.xx.fbcdn.net/v/t1.15752-9/103114211_284607959570803_1792558361945641202_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=LV8SHjrSWbQAX-QFPum&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=d5cfe03f18f84e851e27b16206647051&oe=5F05FB03
https://scontent.xx.fbcdn.net/v/t1.15752-9/103089442_276679890198365_1879072397328721306_n.jpg?_nc_cat=111&_nc_sid=b96e70&_nc_ohc=lntDZWPFzNgAX-l2g0R&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=48f5b2332d4d41356f851fc1610ae118&oe=5F07B0FE
https://scontent.xx.fbcdn.net/v/t1.15752-9/99246329_981615658953468_953620779960893440_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=MGs_RtZPMMMAX8UC61H&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=aef775016afde2a4cad155cd107953d6&oe=5F06721C
https://scontent.xx.fbcdn.net/v/t1.15752-9/97499495_713087996118235_4056289843032883200_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=1HmhP32dmoAAX8-QLlC&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=ecb22a3f23a558d2cbb9024f5d6b5ec5&oe=5F060516",Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,1.1, ,0,query_knowledge_base,2020-06-10 06:04:09,2020-06-10 06:04:14,5.0
23,2020-06-10,2745523448793940,"Ship giúp m 1 thỏ ú oà vs bộ số và chữ cái này đến vincom Nguyễn Chí Thanh trước 4h được ko ah
0916795217 ạ",bot handover_to_inbox,, ,0,handover_to_inbox,2020-06-10 06:06:38,no_timestamp,no_wait_time
24,2020-06-10,1817724428325324,https://scontent.xx.fbcdn.net/v/t1.15752-9/102333411_683428905781158_5641958259381239808_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=-6ke0DZ3hB8AX-tud5H&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=d98070b8dabc57454a6c9094a72b2196&oe=5F07C745,"Sản phẩm Bộ bảng gỗ chữ  hiện shop đang có mức giá: *140,000 VND (giá gốc 210,000 VND)*.
",1.1, ,0,send_link,2020-06-10 04:45:18,2020-06-10 04:45:21,3.0
24,2020-06-10,1817724428325324,T lấy 1 bộ này nhé,"Sản phẩm Bộ bảng gỗ chữ  hiện shop đang có mức giá: *140,000 VND (giá gốc 210,000 VND)*.
",, ,0,query_knowledge_base,2020-06-10 04:46:00,2020-06-10 04:46:00,0.0
24,2020-06-10,1817724428325324,Ship t đc này nhé khu xí nghiệp ép dầu xã tam hợp huyện bình xuyên tỉnh Vĩnh phúc 0985341344,bot handover_to_inbox,, ,0,handover_to_inbox,2020-06-10 04:48:15,no_timestamp,no_wait_time
25,2020-06-10,2217553041627018,Bạnoi,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",, ,0,greet,2020-06-10 04:33:15,2020-06-10 04:33:15,0.0
25,2020-06-10,2217553041627018,Bạn oi cho minh hoi bên bạn bán câu tuột,Bot doing sth,, ,0,query_knowledge_base,2020-06-10 04:33:55,2020-06-10 04:33:56,1.0
25,2020-06-10,2217553041627018,"Có mẩu cho minh coi voi
https://scontent.xx.fbcdn.net/v/t1.15752-9/102658718_661047928083866_2390465159736030857_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_oc=AQmGYR5QtSG1Gme-3IWsHJeGFHwgayZVfmyg71eq7G6fGyzNhbtzMbuBFoQnCjAVNoF4Qy3n3_hxh6HvHX2e1doJ&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=3f7bf82bf8d8d687a6cb80709abe4cd8&oe=5F064005","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",, ,0,query_knowledge_base,2020-06-10 04:34:26,2020-06-10 04:34:28,2.0
25,2020-06-10,2217553041627018,"/disagree{""object_type"": null}",Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,1.2, ,0,disagree,2020-06-10 04:36:11,2020-06-10 04:36:11,0.0
25,2020-06-10,2217553041627018,/connect_employee,bot handover_to_inbox,, ,0,connect_employee,2020-06-10 04:36:22,no_timestamp,no_wait_time
26,2020-06-10,2930165970343785,"https://scontent.xx.fbcdn.net/v/t1.15752-9/102840894_2762173374055815_7281310371041995085_n.jpg?_nc_cat=104&_nc_sid=b96e70&_nc_ohc=s_K33Rvk3T4AX_MBKMJ&_nc_ad=z-m&_nc_cid=0&_nc_ht=scontent.xx&oh=6816e996d38d0fd90a869f338890d5df&oe=5F077F44
Shop ơi bên m có sẵn ghế joie stages này k ah",Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,1.1, ,0,query_knowledge_base,2020-06-10 03:46:47,2020-06-10 03:46:51,4.0
