conversation_id,turn,uc5,uc4,message_id,fb_conversation_id,sender_id,to_sender_id,sender_name,user_message,bot_message,updated_time,created_time,attachments,user_message_clean
37,5,,,m_R0yNxaYOxhJ9OwZLfUB0FW4Es3eSaA5QZa_NQtrO98rL9LapJIXXmUIXViugU9AR-c1Q4e2t_nJvLUkVJQzNdg,t_2246496702257673,1454523434857990,2560651157282515,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,"cái này mình ko chắc chắn dk b ạ 
nhưng thường khách đặt hnay thì mai nhận dk luôn",2020-08-04T02:59:57+0000,2020-08-04T02:59:57+0000,,user
38,0,,,m_E37PoR9IuNXPilReS18e8DJp32rqzTY4Si3j-n4FjuXRea__mmPyCarL4Ul1OR3LcGA7HKxYEXCSxF5iu8Z-dA,t_10155632021722382,1712994385494040,1454523434857990,DP Nguyen,,bot,2020-08-04T03:38:08+0000,2020-08-03T09:30:16+0000,"https://scontent.fhan3-1.fna.fbcdn.net/v/t1.15752-9/116887074_667480777180929_1961208046406261463_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=gBbtEgh-yyYAX9gZDDd&_nc_ht=scontent.fhan3-1.fna&oh=a67c2de7ab0c3dbc55dcc88872219d55&oe=5F5FFE2F, ",
38,0,,,m_51MDmOMuySk7fhHQXMUq2jJp32rqzTY4Si3j-n4FjuUyDdJC97x0hMzuH4jrRK9BCVVWXO1vOL_Pc-UVK4NNLQ,t_10155632021722382,1712994385494040,1454523434857990,DP Nguyen,b ơi mẫu này con ko b,bot,2020-08-04T03:38:08+0000,2020-08-03T09:30:21+0000,,bạn ơi mẫu này còn không bạn
38,0,,,m_rx4Nm9xnLZQfxXLyvg3ysTJp32rqzTY4Si3j-n4FjuXRxrnwb3Npv_tVwa9GPDa7VQ71-keUacUEJrgeFPr7Xw,t_10155632021722382,1454523434857990,1712994385494040,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,Dạ mk còn ạ 650k,2020-08-04T03:38:08+0000,2020-08-03T09:33:12+0000,,user
38,1,,,m_3wTalw4APX_uA07i2y-c8DJp32rqzTY4Si3j-n4FjuUdWA_UfOUZ-r2hBmJALP2tDKYRzKQfTyQpW4Wcdyl7mw,t_10155632021722382,1712994385494040,1454523434857990,DP Nguyen,bn ship dùm mình nhé,bot,2020-08-04T03:38:08+0000,2020-08-03T10:14:23+0000,,bao nhiêu ship dùm mình nhé
38,1,,,m_u7xbwJvn3WCafhERt44VuzJp32rqzTY4Si3j-n4FjuXTLJT_iIOCcz_QopGmamxfcVfpR4aj5eRBjBveVKweFQ,t_10155632021722382,1712994385494040,1454523434857990,DP Nguyen,qa sảnh R1B royal 0989197780,bot,2020-08-04T03:38:08+0000,2020-08-03T10:14:36+0000,,qua sảnh r1b royal 0989197780
38,1,,,m_XDgYJECcNwTGEM4Mp8tCYzJp32rqzTY4Si3j-n4FjuVYCZQmUc4iz70NcYQnOTHOxBMq2G1uO5qAPVZksA0nAA,t_10155632021722382,1454523434857990,1712994385494040,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,Ship 40k mk giao trong ngày hoặc mai nhé,2020-08-04T03:38:08+0000,2020-08-03T10:15:25+0000,,user
38,2,,,m_q9f576hgTBfEnxzebkRoMzJp32rqzTY4Si3j-n4FjuUgmEXd5vimhSNsydkwgtXR2M3lr-lq1DKc5u3zFbZNiA,t_10155632021722382,1712994385494040,1454523434857990,DP Nguyen,,bot,2020-08-04T03:38:08+0000,2020-08-03T10:15:36+0000,,
38,2,,,m_l32mQ6EcQP5gO1GuKi8oFjJp32rqzTY4Si3j-n4FjuVVr6jQj9WBnsJBFse3_in2AHvT-o9X_wgJyr_rG0jqYQ,t_10155632021722382,1454523434857990,1712994385494040,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,C oie ship bên e gọi cho c k dk,2020-08-04T03:38:08+0000,2020-08-04T03:37:44+0000,,user
38,2,,,m_N2zlflZyN80M8NU6Mjl27DJp32rqzTY4Si3j-n4FjuUi8jkmgY--CPphKPJPwwBZ1MC7MfBIBeZqXvgaGTKbOQ,t_10155632021722382,1454523434857990,1712994385494040,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,0963262152,2020-08-04T03:38:08+0000,2020-08-04T03:38:02+0000,,user
38,3,,,m_BoePyMzG4kJMUleMbGVRGDJp32rqzTY4Si3j-n4FjuWHHPdi6IGSAk-jzARTgpoWhM7w147-fZwWwS3lie4tyg,t_10155632021722382,1712994385494040,1454523434857990,DP Nguyen,,bot,2020-08-04T03:38:08+0000,2020-08-04T03:38:08+0000,,
39,0,,,m_742kswkQc-hxLkq6h52xZb0BO0mdFL4e9Zuva-9He0fgqhfFSlnkubXZOJMI_9oXEqTRDPEvRF9vyC09USawUg,t_1848234075230071,2200575406671365,1454523434857990,Tuyết Nhung,"B ơi, ib m giá sp với nhé",bot,2020-08-04T03:47:05+0000,2020-08-03T10:42:04+0000,,bạn ơi inbox mình giá sản phẩm với nhé
39,0,,,m_ADWJi2E46XnE_11BnQZ6NL0BO0mdFL4e9Zuva-9He0dft490jrA4TFU-4Q4hXE5yPDhjZvtCpk78Xp0hVmOYiQ,t_1848234075230071,2200575406671365,1454523434857990,Tuyết Nhung,,bot,2020-08-04T03:47:05+0000,2020-08-03T10:42:13+0000,"https://scontent.fhan3-1.fna.fbcdn.net/v/t1.15752-9/96111950_270889284316156_4480900652196691968_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=0ZA4UD90V-UAX_A7MJc&_nc_ht=scontent.fhan3-1.fna&oh=88860852b9413fdcb9b9311eb97dbdd3&oe=5F60E129, https://scontent.fhan3-1.fna.fbcdn.net/v/t1.15752-9/96831071_245673986505759_2445725227846467584_n.jpg?_nc_cat=102&_nc_sid=b96e70&_nc_ohc=GZ_iOpm2z2IAX96niHW&_nc_ht=scontent.fhan3-1.fna&oh=200c65d110696efe951b587dced11a21&oe=5F62D7DD, ",
39,0,,,m_qvmuebxvhHcuJjcqrw-BUL0BO0mdFL4e9Zuva-9He0f7Z-7FYoyxhrNeUPbhxXdSdL8t0Y4-Mi25h2OFwYq5EA,t_1848234075230071,2200575406671365,1454523434857990,Tuyết Nhung,Alo,bot,2020-08-04T03:47:05+0000,2020-08-04T02:59:53+0000,,alo
39,0,,,m_T4vXJSFdaHS_NYPOuahPvr0BO0mdFL4e9Zuva-9He0d8fl9ILrbHHeRuiuwdZs5wwcWyg95PoUTD6HMhKNg_bg,t_1848234075230071,2200575406671365,1454523434857990,Tuyết Nhung,Alooo,bot,2020-08-04T03:47:05+0000,2020-08-04T03:47:05+0000,,alooo
40,0,,,m_OE-YKCOkTaje0G-gWDiQMmq4WvotUWzMkemUnrBa2QHUUIKdbu9-AiJdNEMdt9ecLkF6q_PUGPtyPkQei5WiiA,t_1487795287907122,1340114976024443,1454523434857990,Nguyen Tri Nha Khanh,Get Started,bot,2020-08-04T04:22:29+0000,2020-08-03T11:07:21+0000,,set stảed
40,0,,,m_FGcUmzpquAf4GpjgYA8Y7Gq4WvotUWzMkemUnrBa2QEM82gT1jBggmH6SiD0dq61DoEvWCwqaFkjOtM4K-0dVg,t_1487795287907122,1340114976024443,1454523434857990,Nguyen Tri Nha Khanh,,bot,2020-08-04T04:22:29+0000,2020-08-03T11:07:29+0000,"https://scontent.fhan3-3.fna.fbcdn.net/v/t1.15752-9/116798660_288621939133236_7684053229932236529_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=q9pZ8rZuRbkAX_WvDfb&_nc_ht=scontent.fhan3-3.fna&oh=5b011362193464b79d3193d4962cb136&oe=5F5F9B35, ",
40,0,,,m_2VKSWGdQotucQnYHC4m4-Gq4WvotUWzMkemUnrBa2QGzfrTNJZ7VqYScrGrlFlMRlupq3T7xJZ7jdCGE3WfFmg,t_1487795287907122,1340114976024443,1454523434857990,Nguyen Tri Nha Khanh,Bao nhiêu e ơi,bot,2020-08-04T04:22:29+0000,2020-08-03T11:07:40+0000,,bao nhiêu em ơi
40,0,,,m_Hx14yxO0Wx1QZGP7O1VIaGq4WvotUWzMkemUnrBa2QFsdsWs-waCsIEFPLqBJrk1XKXSOuoIxDVnl5gNll3LYA,t_1487795287907122,1454523434857990,1340114976024443,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,dạ 650k c ạ,2020-08-04T04:22:29+0000,2020-08-04T01:44:06+0000,,user
40,1,,,m_hHOhP2eXY-Y1z8hqFmg5omq4WvotUWzMkemUnrBa2QHCdvFTlVUv_hzQkEO-BoKm_P6wScHOsXfEYy02RWoUSA,t_1487795287907122,1340114976024443,1454523434857990,Nguyen Tri Nha Khanh,Xe như hình đúng ko e,bot,2020-08-04T04:22:29+0000,2020-08-04T02:35:57+0000,,xe như hình đúng không em
40,1,,,m_Ctnew26NOTJWMtr5MFYQpGq4WvotUWzMkemUnrBa2QFviLak80IefjEogpJik8SVpdoktNjSLogpw7xBupELjA,t_1487795287907122,1340114976024443,1454523434857990,Nguyen Tri Nha Khanh,Mà xe này ship dalat thì khoảng bao nhiêu tiền e nhỉ ?c ship chậm thôi ko cần nhanh đâu,bot,2020-08-04T04:22:29+0000,2020-08-04T02:36:39+0000,,mà xe này ship dalat thì khoảng bao nhiêu tiền em nhỉ chị ship chậu thôi không cần nhanh đâu
40,1,,,m_51eZLoaAjCPoTsOxygtm12q4WvotUWzMkemUnrBa2QEDBCG8-McqKKE3MKNeJhumHSlMLv99QY3uU7LSgjVVrA,t_1487795287907122,1340114976024443,1454523434857990,Nguyen Tri Nha Khanh,,bot,2020-08-04T04:22:29+0000,2020-08-04T02:45:27+0000,"https://scontent.fhan4-1.fna.fbcdn.net/v/t1.15752-9/115600523_1065867903850982_5640311099511854346_n.jpg?_nc_cat=108&_nc_sid=b96e70&_nc_ohc=JpbtCsIXea4AX8T-FoD&_nc_ht=scontent.fhan4-1.fna&oh=0efffd1428f60991aade4e9efeaca698&oe=5F603EFA, ",
40,1,,,m_7jm0KhEtfBSSoIk4zUlkJWq4WvotUWzMkemUnrBa2QFO4t4Z5j3RTeUmzX11Sk0tSmv1wOrGK7gWWESJVqqImA,t_1487795287907122,1340114976024443,1454523434857990,Nguyen Tri Nha Khanh,Giá hộp này luôn nha e,bot,2020-08-04T04:22:29+0000,2020-08-04T02:45:42+0000,,giá hộp này luôn nha em
40,1,,,m_MGps-7Zz_f9z1mv2M-NeM2q4WvotUWzMkemUnrBa2QEZEEbiMaJH_BXFGy8TIPhNh8Bwn0Xve9U8vb_qcrHoPg,t_1487795287907122,1454523434857990,1340114976024443,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,"Hộp  trang điểm #ROYS 
 Có 2 kích thước các mẹ ha: 

- KT lớn: 27.5x31.5x40.5 Giá #350K

- KT nhỏ: 22.5x22.5x32.5 Giá #450K

Ảnh thật và chi tiết sp các mẹ xem link dưới nhé : 
https://www.facebook.com/shopgauvabingo/posts/2288927451417580",2020-08-04T04:22:29+0000,2020-08-04T02:49:55+0000,,user
40,1,,,m_vy3ac8OQJinn74MalqMm1Gq4WvotUWzMkemUnrBa2QFLvB1DHFCS0xe1O4xgCGRsMa40IcC1HrBaoeIBb6aEAA,t_1487795287907122,1454523434857990,1340114976024443,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,,2020-08-04T04:22:29+0000,2020-08-04T02:49:57+0000,,user
40,2,uc_s5.2,,m_91tKliDeIP6WnJ7iFcdfZmq4WvotUWzMkemUnrBa2QGYlqebZ7d3w4nBwyjH__X-IqKhezGfMqiQEOApL8S20w,t_1487795287907122,1340114976024443,1454523434857990,Nguyen Tri Nha Khanh,Hỏi dùm c giá ship xe và hộp trang điểm này nha e,bot,2020-08-04T04:22:29+0000,2020-08-04T02:52:46+0000,,hai dùm chị giá ship xe và hộp trang điểm này nha em
40,2,,,m_Tzvi0P-WJJhzdGZV7fEjoGq4WvotUWzMkemUnrBa2QFfqEvaR7poMMic9wFOFewaJ3e11NRD9dD5eWIhfiBo0w,t_1487795287907122,1454523434857990,1340114976024443,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,khoảng trên dưới 150k ship đó c ạ,2020-08-04T04:22:29+0000,2020-08-04T02:53:11+0000,,user
40,3,,,m_GDvmK1iRVBZS5-Ec0nFBG2q4WvotUWzMkemUnrBa2QFSQCxCsDMtJDrRlgDLji4Cwy-HwpHEU7RY-XdXKbygBQ,t_1487795287907122,1340114976024443,1454523434857990,Nguyen Tri Nha Khanh,Cả hai món hay sao e,bot,2020-08-04T04:22:29+0000,2020-08-04T03:01:57+0000,,cả hai món hay sao em
40,3,,,m_p2E8H8ZuTivmroImtQOySWq4WvotUWzMkemUnrBa2QHJbXideaPXOLmE6sHAjUGmFWD0227Rg4yWEJB8xfVmeQ,t_1487795287907122,1454523434857990,1340114976024443,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,vâng ạ,2020-08-04T04:22:29+0000,2020-08-04T04:21:08+0000,,user
40,3,,,m_8AYMaCOEcuOx7mvlU7KuzGq4WvotUWzMkemUnrBa2QGpK-Ywg1sTUktbGpteYP1JgG_fxzZ1MPsGRaC845pZHw,t_1487795287907122,1454523434857990,1340114976024443,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,hoặc c đặt thử qua shopee,2020-08-04T04:22:29+0000,2020-08-04T04:21:17+0000,,user
40,4,,,m_8ApRozljB_h3-cFsU8vcA2q4WvotUWzMkemUnrBa2QGc17weUy12TRIw8YxzIULvRqrcb0C4zmo8pOT_1pCAnA,t_1487795287907122,1340114976024443,1454523434857990,Nguyen Tri Nha Khanh,"C đặt đc rồi e,cám ơn em",bot,2020-08-04T04:22:29+0000,2020-08-04T04:21:41+0000,,chị đặt được rồi ecám ơn em
40,4,,,m_Vcdfqq3XcuhbqkkiUZqQMGq4WvotUWzMkemUnrBa2QHfUG6-_fNXcWaZhtlU8IRR1F6RhKb6xmmvadgZClGtPA,t_1487795287907122,1340114976024443,1454523434857990,Nguyen Tri Nha Khanh,Bên đó c thấy có mã giảm giá,bot,2020-08-04T04:22:29+0000,2020-08-04T04:21:56+0000,,bên đó chị thấy có mã giảm giá
40,4,,,m_4uqkQ8kD1kwggI_wVsQ3nWq4WvotUWzMkemUnrBa2QG0mWrXIWNoM6qS1MUL47NoLNAz0moL6WGKGuRwfpeGQw,t_1487795287907122,1454523434857990,1340114976024443,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,dạ vâng ạh,2020-08-04T04:22:29+0000,2020-08-04T04:22:29+0000,,user
41,0,,,m_kdMRSaqDJHqoBJql0pkmOCcsI_RI-HET2xofnsU2E6HG-wNQeSuJ2KonWCncG226W1Zrjul5uypoTht0CmQVvA,t_1719265978128540,1821919244520599,1454523434857990,Selena Huong,Ghế ô tô về chưa b ơi?,bot,2020-08-04T04:26:42+0000,2020-08-04T03:15:11+0000,,ghế ô tô về chưa bạn ơi
41,0,,,m_E9xtkOjG30phyzjSStc1tScsI_RI-HET2xofnsU2E6HhDUCBCDF1P4XdT1mO1cXIQWt99NhnS64zPHcqjXuBbQ,t_1719265978128540,1454523434857990,1821919244520599,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,dạ chưa b ạk,2020-08-04T04:26:42+0000,2020-08-04T04:21:01+0000,,user
41,1,,,m_4w5i0an_QOEUjAMmHoqT-CcsI_RI-HET2xofnsU2E6FqGGJKHQUJK8eJiCUhcMYseBigALtPp0_bOz1-wTMkwg,t_1719265978128540,1821919244520599,1454523434857990,Selena Huong,,bot,2020-08-04T04:26:42+0000,2020-08-04T04:26:42+0000,,
42,0,,,m_JqzX11Qf8tHuheVAhISfkXmI66DsE9OLaXHXJ_3csIkVTqiNOYJ7Rvt6LDLvU6xZOiYCqlz-gnpTwiqSDEgJKg,t_119609582550834,2173577756032992,1454523434857990,Song Hân,,bot,2020-08-04T04:31:50+0000,2020-08-04T04:30:33+0000,"https://scontent.fhan3-2.fna.fbcdn.net/v/t1.15752-9/117285599_296797088438299_9118296673331160471_n.jpg?_nc_cat=107&_nc_sid=b96e70&_nc_ohc=AIvDuvHar6AAX8UEjal&_nc_ht=scontent.fhan3-2.fna&oh=dad94bb2fdd811ca5bc45e54fe1617ec&oe=5F6146BB, ",
42,0,,,m_D4mjPLXQNFHuhba_b__oxXmI66DsE9OLaXHXJ_3csImm9LZZ8Lky534750GtUj-4bhIw6_1S8hwrdr4dIo1u4A,t_119609582550834,2173577756032992,1454523434857990,Song Hân,M đã chuyển tiền hộp đựng mỹ phẩm rồi ạ,bot,2020-08-04T04:31:50+0000,2020-08-04T04:30:50+0000,,mình đã chuyển tiền hộp đựng mỹ phẩm rồi ạ
42,0,,,m__syZxlyopWQD1j-B63Sg83mI66DsE9OLaXHXJ_3csIkm8vdzKwfY8d0U5RAZ28qS-50etPCn014ani3kgPP0kA,t_119609582550834,2173577756032992,1454523434857990,Song Hân,S kiểm tra ship giúp m nhé,bot,2020-08-04T04:31:50+0000,2020-08-04T04:31:07+0000,,s kiểm tra ship giúp mình nhé
42,0,,,m_QS3wjvmZkcyH3Hxy137Z1XmI66DsE9OLaXHXJ_3csIkXlcJj9XOzHw55NM-N5hOrELKULyyvkAYjOFoNupnbEg,t_119609582550834,1454523434857990,2173577756032992,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,ok b đợi nhận dum mk,2020-08-04T04:31:50+0000,2020-08-04T04:31:21+0000,,user
42,1,,,m_txVlKQYdd34SeK1xv182PnmI66DsE9OLaXHXJ_3csImmhfrW7ABrSbLoA3yOgetluqDNpNB_AwWnvm_vsdLTIw,t_119609582550834,2173577756032992,1454523434857990,Song Hân,"100 Hùng Vương - Thị Trấn Khe Sanh - Huyện Hướng Hoá - Tỉnh Quảng Trị.
Đt: 0978707138",bot,2020-08-04T04:31:50+0000,2020-08-04T04:31:35+0000,,100 hùng vương - thị trấn khe sanh - huyện hướng hoá - tỉnh quảng trịđt: 0978707138
42,1,,,m_1zZWasVNYHttGs_JFvxPMnmI66DsE9OLaXHXJ_3csInox_SJCXp0eT7UjA4DvL8xQSajpcxZbTtZXSua4if4DQ,t_119609582550834,1454523434857990,2173577756032992,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,oki b,2020-08-04T04:31:50+0000,2020-08-04T04:31:47+0000,,user
42,2,,,m_R01k7OHZUdEaMMnXs8TrJ3mI66DsE9OLaXHXJ_3csIlV0AQGLx7iSA5KkaF3W8r55jFDE474_8VQr5cqS_Flsw,t_119609582550834,2173577756032992,1454523434857990,Song Hân,,bot,2020-08-04T04:31:50+0000,2020-08-04T04:31:50+0000,,
43,0,,,m_8nYPxOXO3N1tkEyunQqU44kjoDGZf-PfRAa9-7EqSfwP68np0JVvbfOFqXy1mohjuW6dP7vLxnkVCXYY455aoQ,t_2100741583479199,1551678461620252,1454523434857990,Tran Nhat Anh,,bot,2020-08-04T06:43:05+0000,2020-08-03T20:00:58+0000,"https://scontent.fhan3-2.fna.fbcdn.net/v/t1.15752-9/116872322_2666487606943649_7162482910975263136_n.jpg?_nc_cat=103&_nc_sid=b96e70&_nc_ohc=sLEp_OTRLxIAX-qYxMQ&_nc_ht=scontent.fhan3-2.fna&oh=ee2c9a02b8dda358b1d47872460aa7c7&oe=5F5F44A6, ",
43,0,,,m_xd0tMMHxvjr-zyNc_pmhzYkjoDGZf-PfRAa9-7EqSfxy_lre9iEzZjJieP6bd0i9qWLhYBFWqioUEzsa-Kzajg,t_2100741583479199,1551678461620252,1454523434857990,Tran Nhat Anh,Bn b oi,bot,2020-08-04T06:43:05+0000,2020-08-03T20:01:09+0000,,bao nhiêu bạn ơi
43,0,,,m_1yN6HGkESvJ57f__fOLJiYkjoDGZf-PfRAa9-7EqSfwhQqy-EjO3yZ7rXZZ4X70KR-NccqwebXojqllHNQwWzQ,t_2100741583479199,1551678461620252,1454523434857990,Tran Nhat Anh,,bot,2020-08-04T06:43:05+0000,2020-08-03T20:01:22+0000,"https://scontent.fhan3-1.fna.fbcdn.net/v/t1.15752-9/92461122_533328520918426_2407142286791016448_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=Js2SWP2IkZgAX9tAUw5&_nc_ht=scontent.fhan3-1.fna&oh=88cf5e434fe585b6d7b23cfb811b8e08&oe=5F616907, ",
43,0,,,m_BH3UYa-UQkviMHTUENqaWYkjoDGZf-PfRAa9-7EqSfxt2syxec3dY1Vh4sbSyW6OVX7r9NqZdCLoL0AXzAcmRw,t_2100741583479199,1551678461620252,1454523434857990,Tran Nhat Anh,Có xịn hơn con hổ ko b,bot,2020-08-04T06:43:05+0000,2020-08-03T20:01:31+0000,,có xịn hơn con hổ không bạn
43,0,,,m_HQy_kJ5iGSDSED9qV22vWIkjoDGZf-PfRAa9-7EqSfwvQl4xM0S6Gg_FmCBQl-oYpUMUnTU9RrmnzAUGzwSkRw,t_2100741583479199,1551678461620252,1454523434857990,Tran Nhat Anh,??,bot,2020-08-04T06:43:05+0000,2020-08-03T20:03:20+0000,,
43,0,,,m_c-JpWp_H8HaZgwHq8-w5EYkjoDGZf-PfRAa9-7EqSfxnkTZM-FbrWpweMdkbQCxnUvYvSloBVCmf3tF9_nlHNA,t_2100741583479199,1454523434857990,1551678461620252,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,"Mẫu màu xanh dài 1m9 ạ
970k",2020-08-04T06:43:05+0000,2020-08-04T01:47:29+0000,,user
43,0,,,m_TPL960PO5TUZ0xKHzDClY4kjoDGZf-PfRAa9-7EqSfw8UchT_gOPj4H-GGtgAcY2ihaNF3wAV7FO8iw3D7Q-5g,t_2100741583479199,1454523434857990,1551678461620252,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,maaux vàng mình k có r ạ,2020-08-04T06:43:05+0000,2020-08-04T01:47:39+0000,,user
43,1,,,m_rEvgJ-GvUC-UQwDD0_bJ-4kjoDGZf-PfRAa9-7EqSfxyxq9211kj_nhMHt4u8kD-wKoNhulMCBCw0I1Jvq-m-w,t_2100741583479199,1551678461620252,1454523434857990,Tran Nhat Anh,Lay cau rruot,bot,2020-08-04T06:43:05+0000,2020-08-04T05:16:52+0000,,lấy cầu rruot
43,1,,,m_99ImWcmI1sFMWbKP0Z28tIkjoDGZf-PfRAa9-7EqSfyTaiO7rELjLuCsHpriz5VF7O24ORmkszc-B1_A12CUXw,t_2100741583479199,1454523434857990,1551678461620252,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,e giao đê la thành ạh,2020-08-04T06:43:05+0000,2020-08-04T06:43:05+0000,,user
44,0,,,m_aZlDC05qWQhuwrtgSuj9zquGohqSdCD4X7CrxyIXfKsedk_SMVHVDnASpgVpge9RVPGU3xiY3gJJtEb7FRke6Q,t_3284618764942822,2730835763642365,1454523434857990,Tran Thieu,,bot,2020-08-04T06:44:09+0000,2020-08-04T04:47:45+0000,"https://scontent.fhan3-1.fna.fbcdn.net/v/t1.15752-9/117203382_750424499061582_5810120645968294693_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=Ddafr_sz214AX_o56jD&_nc_ht=scontent.fhan3-1.fna&oh=9673d27cedd3059c3bbda62369ff99e6&oe=5F621316, ",
44,0,,,m_Nbns9YqZX9pFvqKJHtOJ4auGohqSdCD4X7CrxyIXfKusJNGymDzWw6cq4vYrnsfy7QRCewjlW1R1XpHJBhTx6g,t_3284618764942822,2730835763642365,1454523434857990,Tran Thieu,Con ko ah,bot,2020-08-04T06:44:09+0000,2020-08-04T04:47:52+0000,,con không ạ
44,0,,,m_H0EaCwvuWc7RUKMmSBJ7cauGohqSdCD4X7CrxyIXfKsxPmY3q6AeQYwr9Osc-_DFN8r-Eo7OZPegRK04x9298Q,t_3284618764942822,1454523434857990,2730835763642365,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,dạ mình hết r ạ,2020-08-04T06:44:09+0000,2020-08-04T06:44:09+0000,,user
45,0,,,m_2awOQE9kKyPDkrDw6_BmnMQh0POPHtpyTb0GxhnLRTowlstmgV1af9WgKUBxl8lXNLcQRwsU1aOsKBuxWfGKbA,t_1177427702588603,1454523434857990,2610868105643463,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/1454523434857990/posts/2530878333889156/?comment_id=2531613017149021),2020-08-04T06:44:16+0000,2020-08-04T06:44:16+0000,,user
45,0,,,m_B04lj2JyOeGSlDMKx3L_vsQh0POPHtpyTb0GxhnLRTpwMc2dGe6Q5smpOtd8s4hKoZSCCII6Eq7DqyDuIekh7A,t_1177427702588603,1454523434857990,2610868105643463,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,dạ 550k ạ,2020-08-04T06:44:16+0000,2020-08-04T06:44:16+0000,,user
46,0,,,m_o-2lobVZRpdY560IU0gxQjF_vUJ_EyynmaqvXmjA11TcjISJ0iN_vsuT3ygU5JD4kgLDeGVhzM_l5_gxlw1-UA,t_2404167359813432,2334283899929354,1454523434857990,Thủy Nguyễn,Cho e hỏi shop mình có ghế ô tô tầm 2-3tr k ạ :),bot,2020-08-04T07:38:27+0000,2020-08-04T07:37:37+0000,,cho em hỏi shop mình có ghế ô tô tầm 2-3 triệu không ạ :
46,0,,,m__kPgarOKMtWARommzLzSnTF_vUJ_EyynmaqvXmjA11TGMbIPrCwmHypWTYG7roNBY7_xWUYg69MFUXq-Hopv5g,t_2404167359813432,1454523434857990,2334283899929354,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,dạ tầm giữa tháng hàng bên mình về mình báo b nhé,2020-08-04T07:38:27+0000,2020-08-04T07:38:27+0000,,user
47,0,,,m_CP8WmIpFjAHZzAnHVQXkmniVYKlUsXVvZu-PwGfRpLhY1G_tgN74AT6eTcQcKfSZcYRyEX7KqZirLD3JH_TLRw,t_1616090802026581,3090177524342672,1454523434857990,Gia Han Ruby,Hi,bot,2020-08-04T08:52:56+0000,2020-08-04T08:46:18+0000,,hi
47,0,,uc_s4.1,m_VPI1ChZRJisOW73qam9tCHiVYKlUsXVvZu-PwGfRpLgG6RFn90O0xK-nmHYdxIOfs0fcibsvc1w1FsDFtDxX_Q,t_1616090802026581,3090177524342672,1454523434857990,Gia Han Ruby,Con ghê gọi dấu k a,bot,2020-08-04T08:52:56+0000,2020-08-04T08:46:54+0000,,còn ghế gọi dấu không ạ
47,0,,,m_S30z8jYOVMYfwKoVmGng0niVYKlUsXVvZu-PwGfRpLjNMEtSdk9QJC44VooOEfzSmW4b1SFfe6JHG62rgqJifg,t_1616090802026581,3090177524342672,1454523434857990,Gia Han Ruby,Con k a,bot,2020-08-04T08:52:56+0000,2020-08-04T08:52:43+0000,,con không ạ
47,0,,,m_Ew92CnKUFHPq43dEBCsMh3iVYKlUsXVvZu-PwGfRpLif-rR2iYgpKpFSgRRRjg1Nn7IBVOmTbh1nKW3JKUzoPg,t_1616090802026581,1454523434857990,3090177524342672,Shop Gấu & Bí Ngô - Đồ dùng Mẹ & Bé cao cấp,user,mình ko còn ạ,2020-08-04T08:52:56+0000,2020-08-04T08:52:56+0000,,user
