,id,sender_id,message,bot_message,timestamp,bot_timestamp,user_intent,outcome,silent,prediction
0,1,2653299131407620,/start_conversation,"Chào Anna Truong, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-05-12 09:04:01,2020-05-12 09:04:01,start_conversation, ,,
1,1,2653299131407620,Shop oi? Shop co phao boi đeo cổ cho be kh ạ?,"Sản phẩm  Phao  hiện shop đang có giá: *170,000 VND (giá gốc 190,000 VND), 148,000 VND, 210,000 VND*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-05-12 09:04:39,2020-05-12 09:04:39,query_knowledge_base,other,1.0,
2,2,3299279903436005,"B ơi ship giúp m 1 kệ này đến trường chinh
M ck tiền cho b", ,2020-05-12 05:19:25, ,handover_to_inbox,shipping_order,,
3,3,2596384490479200,/greet,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-05-04 04:27:45,2020-05-04 04:27:45,greet, ,,
4,3,2596384490479200,/greet,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-05-04 04:29:27,2020-05-04 04:29:27,greet,other,1.0,
5,4,2596384490479200,/greet,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-05-06 11:20:52,2020-05-06 11:20:53,greet,other,1.0,
6,5,2596384490479200,"/greet
/greet", ,2020-05-13 02:17:21, ,"greet
/greet", ,,
7,5,2596384490479200,hello,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-05-13 02:19:58,2020-05-13 02:19:58,greet, ,,
8,5,2596384490479200,/greet,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-05-13 02:20:17,2020-05-13 02:20:17,greet,other,1.0,
9,6,2596384490479200,/greet,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-05-15 03:27:02,2020-05-15 03:27:02,greet, ,,
10,6,2596384490479200,https://cf.shopee.vn/file/5428a8fa1e572602a819450e7e12a2a2 có giá bao nhiêu,"Sản phẩm  Xe tập đi đa năng kiêm bập bênh Zaracos Mura (Mỹ)  hiện shop đang có giá: *1,130,000 VND (giá gốc 1,285,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-05-15 03:27:58,2020-05-15 03:28:04,query_knowledge_base,other,1.0,
11,7,2596384490479200,/greet,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-05-19 01:48:36,2020-05-19 01:48:37,greet,other,1.0,
12,8,1905097636231805,shop cho minhg hoit,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-05-14 07:40:13,2020-05-14 07:40:13,greet, ,,
13,8,1905097636231805,shop có bán máy hút sữa ko,"Sản phẩm  Máy hút sữa điện đôi Avent Snow (Chính hãng - Cty Vạn An)  hiện shop đang có giá: *4,990,000 VND (giá gốc 6,950,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-05-14 07:40:28,2020-05-14 07:40:29,query_knowledge_base, ,,
14,8,1905097636231805,của medela shop có ko vậy,"Dạ, sản phẩm Máy Hút Sữa hãng sản xuất Medela hiện tại bên shop đang tạm hết hàng ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé!",2020-05-14 07:42:56,2020-05-14 07:42:56,query_knowledge_base,other,1.0,
15,9,2167018926673666,"https://scontent.xx.fbcdn.net/v/t1.15752-9/97004143_571584190405004_5728659939551870976_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=OloTDYlV20gAX-aKIyO&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fdce07496ec4493bc0e438690b34a96a&oe=5EE99292
Bộ này bn vậy shop","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-05-19 03:39:20,2020-05-19 03:39:22,query_knowledge_base, ,,uc_2
16,9,2167018926673666,"/disagree{""object_type"": null}",Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,2020-05-19 03:39:51,2020-05-19 03:39:51,disagree, ,,
17,9,2167018926673666,"https://scontent.xx.fbcdn.net/v/t1.15752-9/97004143_571584190405004_5728659939551870976_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=OloTDYlV20gAX-aKIyO&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=fdce07496ec4493bc0e438690b34a96a&oe=5EE99292
Bộ này bao vậy","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-05-19 03:40:22,2020-05-19 03:40:25,query_knowledge_base,other,1.0,
18,10,2705623442806274,/restart, ,2020-05-04 02:57:07, ,restart, ,,other
19,10,2705623442806274,"shop ơi
mình còn kệ đồ chơi
Toyhouse ko ạ","Dạ, sản phẩm Kệ hãng sản xuất Toyhouse hiện tại bên shop đang tạm hết hàng ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé!",2020-05-04 02:57:30,2020-05-04 02:57:30,query_knowledge_base, ,,uc_1
20,10,2705623442806274,"/confirm_attribute_value{""brand"": ""NULL""}", ,2020-05-04 02:58:40,2020-05-04 02:58:40,confirm_attribute_value, ,,
21,10,2705623442806274,"/confirm_attribute_value{""material"": ""Nhựa""}",Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,2020-05-04 02:58:49,2020-05-04 02:58:50,confirm_attribute_value, ,,
22,10,2705623442806274,"/restart
Shop ơi
B còn xe đẩy vinng k", ,2020-05-04 03:04:10, ,"restart
Shop ơi
B còn xe đẩy vinng k", ,,
23,10,2705623442806274,/restart, ,2020-05-04 03:05:05, ,restart, ,,
24,10,2705623442806274,"Shop ơi
B còn xe đẩy vinng k","Sản phẩm  Xe Đẩy hãng sản xuất Vinng hiện shop đang có giá: *1,990,000 VND (giá gốc 3,000,000 VND), 1,378,000 VND (giá gốc 2,650,000 VND), 1,350,000 VND (giá gốc 2,500,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-05-04 03:05:31,2020-05-04 03:05:32,query_knowledge_base, ,,
25,10,2705623442806274,M lấy xe loại 1tr350nhé, ,2020-05-04 03:05:51, ,query_knowledge_base, ,,
26,10,2705623442806274,/restart, ,2020-05-04 03:29:16, ,restart, ,,
27,10,2705623442806274,"""https://scontent.xx.fbcdn.net/v/t1.15752-9/94225276_242164143651132_1814380106374709248_n.jpg?_nc_cat=100&_nc_sid=b96e70&_nc_ohc=XftmvULWp9MAX-VYL_M&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=0ccb257e2bbbeb1f7f16f908e6cca269&oe=5EC9C5D3
Bên e còn k""","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-05-04 03:29:33,2020-05-04 03:29:35,query_knowledge_base,other,1.0,
28,11,2705623442806274,/start_conversation,"Chào Phan Viễn Phương, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-05-05 04:33:59,2020-05-05 04:33:59,start_conversation, ,,
29,11,2705623442806274,"/query_knowledge_base{""object_type"": ""xe_tap_di""}", ,2020-05-05 04:34:19,2020-05-05 04:34:19,query_knowledge_base, ,,
30,11,2705623442806274,"/confirm_attribute_value{""price"": ""NULL""}", ,2020-05-05 04:34:23,2020-05-05 04:34:23,confirm_attribute_value, ,,
31,11,2705623442806274,"/confirm_attribute_value{""color"": ""NULL""}", ,2020-05-05 04:34:31,2020-05-05 04:34:31,confirm_attribute_value, ,,
32,11,2705623442806274,"/confirm_attribute_value{""brand"": ""Holla""}",Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,2020-05-05 04:34:39,2020-05-05 04:34:39,confirm_attribute_value,other,1.0,
33,12,2705623442806274,alo,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-05-06 09:26:45,2020-05-06 09:26:45,greet, ,,
34,12,2705623442806274,/start_conversation,"Chào Phan Viễn Phương, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-05-06 09:28:36,2020-05-06 09:28:36,start_conversation, ,,
35,12,2705623442806274,"/query_knowledge_base{""object_type"": ""xe_tap_di""}", ,2020-05-06 09:28:50,2020-05-06 09:28:50,query_knowledge_base,other,1.0,
36,13,2705623442806274,/restart, ,2020-05-07 07:49:05, ,restart, ,,other
37,13,2705623442806274,xe này còn k bạn, ,2020-05-07 07:49:35,2020-05-07 07:49:36,query_knowledge_base, ,,uc_1
38,13,2705623442806274,https://scontent.xx.fbcdn.net/v/t1.15752-9/95786992_220453115922119_2499050334907793408_n.jpg?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=oV1KMfI47_8AX8HaGoZ&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=6da681b3708c9627cce958c622bc562e&oe=5ED3D15C,"Sản phẩm  Xe đẩy đảo chiều gấp gọn VINNG  hiện shop đang có giá: *1,390,000 VND (giá gốc 2,500,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-05-07 07:49:54,2020-05-07 07:49:56,send_link, ,,
39,13,2705623442806274,/restart, ,2020-05-07 07:51:11, ,restart, ,,
40,13,2705623442806274,Bộ bàn có bé k hả b? Bé 3 tuổi ngồi có thấp k ạ, ,2020-05-07 07:51:39, ,query_knowledge_base, ,,
41,13,2705623442806274,/start_conversation,"Chào Phan Viễn Phương, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-05-07 07:54:09,2020-05-07 07:54:09,start_conversation, ,,
42,13,2705623442806274,b ơi bên mình có bán máy vắt sữa k a, ,2020-05-07 07:54:28,2020-05-07 07:54:28,query_knowledge_base, ,,
43,13,2705623442806274,"/deny_object_type{""object_type"": null}",Bạn vui lòng mô tả rõ mong muốn của bạn hoặc chat với nhân viên tư vấn nhé!,2020-05-07 07:54:35,2020-05-07 07:54:35,deny_object_type, ,,
44,13,2705623442806274,Trọn bộ Medela Pump rút gọn e tìm cái nay y a, ,2020-05-07 07:54:54, ,query_knowledge_base, ,,
45,13,2705623442806274,/start_conversation,"Chào Phan Viễn Phương, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-05-11 02:39:29,2020-05-11 02:39:29,start_conversation, ,,
46,13,2705623442806274,"cái này bao nhiêu
https://scontent.xx.fbcdn.net/v/t1.15752-9/96687199_227396818560667_7777700003664887808_n.png?_nc_cat=101&_nc_sid=b96e70&_nc_ohc=AC9f6N0QCEQAX8JhG8Z&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=651d7290dbc73fba76e604110c3ac07a&oe=5EDC9B95","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-05-11 02:40:26,2020-05-11 02:40:29,query_knowledge_base,other,1.0,
47,14,2705623442806274,/start_conversation,"Chào Phan Viễn Phương, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-05-15 08:48:28,2020-05-15 08:48:28,start_conversation, ,,
48,14,2705623442806274,/start_conversation,"Chào Phan Viễn Phương, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-05-15 08:49:38,2020-05-15 08:49:38,start_conversation, ,,
49,14,2705623442806274,"/query_knowledge_base{""object_type"": ""ghe_an"",""brand"": ""mastela""}", ,2020-05-15 08:50:00,2020-05-15 08:50:01,query_knowledge_base, ,,
50,14,2705623442806274,ghế ăn màu hồng giá sao ạ, ,2020-05-15 08:50:56,2020-05-15 08:50:57,query_knowledge_base, ,,
51,14,2705623442806274,còn màu đen thì sao,"Sản phẩm  Ghế ăn đa năng kết hợp xe kéo MASTELA 1018 CHÍNH HÃNG  Màu Đen hiện shop đang có giá: *950,000 VND (giá gốc 1,300,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-05-15 08:51:37,2020-05-15 08:51:37,query_knowledge_base,other,1.0,
52,15,2705623442806274,/restart, ,2020-05-28 07:38:53, ,restart, ,,other
53,15,2705623442806274,"bạn ơi
cho mình hỏi xe này
có sẵn ở cửa hàng k", ,2020-05-28 07:39:12,2020-05-28 07:39:13,query_knowledge_base, ,,uc_1
54,15,2705623442806274,https://scontent.xx.fbcdn.net/v/t1.15752-9/99142295_3352701791443582_8669210333845389312_n.png?_nc_cat=103&_nc_sid=b96e70&_nc_ohc=e33G3W6vX-IAX_zDw7C&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=93885f7bbb2ecddb657d6ca279dac8da&oe=5EF49F10,"Sản phẩm  Xe chòi chân có bàn đạp cao cấp Motion  hiện shop đang có giá: *375,000 VND (giá gốc 590,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-05-28 07:39:27,2020-05-28 07:39:30,send_link,other,1.0,
55,16,1995245317176417,/start_conversation,"Chào Lavenders Nguyen, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-05-06 05:11:19,2020-05-06 05:11:19,start_conversation, ,,other
56,16,1995245317176417,/start_conversation,"Chào Lavenders Nguyen, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-05-06 05:11:21,2020-05-06 05:11:21,start_conversation, ,,other
57,16,1995245317176417,/start_conversation,"Chào Lavenders Nguyen, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-05-06 05:11:24,2020-05-06 05:11:24,start_conversation, ,,other
58,16,1995245317176417,/start_conversation,"Chào Lavenders Nguyen, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-05-06 05:11:26,2020-05-06 05:11:26,start_conversation, ,,other
59,16,1995245317176417,"https://scontent.xx.fbcdn.net/v/t1.15752-9/96239818_917316782055203_1817719636720877568_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=ESVdHiaxoXcAX9xTCuA&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=65124f18113f880a916a2c44f661b1d6&oe=5ED61E9E
https://scontent.xx.fbcdn.net/v/t1.15752-9/96239818_917316782055203_1817719636720877568_n.jpg?_nc_cat=110&_nc_sid=b96e70&_nc_ohc=ESVdHiaxoXcAX9xTCuA&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=65124f18113f880a916a2c44f661b1d6&oe=5ED61E9E
Báo giá shop ơi", ,2020-05-06 05:12:00,2020-05-06 05:12:01,query_knowledge_base,other,1.0,uc_2
60,17,2891958157587464,Mình muốn tìm ghế ngồi ô tô cho bé ạ, ,2020-05-25 02:35:19,2020-05-25 02:35:20,query_knowledge_base, ,,
61,17,2891958157587464,"/confirm_object_type{""object_type"": ""ghe_o_to""}", ,2020-05-25 02:38:51,2020-05-25 02:38:51,confirm_object_type, ,,
62,17,2891958157587464,"/confirm_attribute_value{""price"": ""NULL""}", ,2020-05-25 02:39:22,2020-05-25 02:39:22,confirm_attribute_value, ,,
63,17,2891958157587464,"/confirm_attribute_value{""brand"": ""NULL""}", ,2020-05-25 02:39:33,2020-05-25 02:39:34,confirm_attribute_value, ,,
64,17,2891958157587464,"/confirm_attribute_value{""color"": ""NULL""}", ,2020-05-25 02:39:53,2020-05-25 02:39:54,confirm_attribute_value, ,,
65,17,2891958157587464,"/confirm_attribute_value{""origin"": ""NULL""}", ,2020-05-25 02:40:01,2020-05-25 02:40:01,confirm_attribute_value, ,,
66,17,2891958157587464,"/confirm_attribute_value{""age_of_use"": ""0-36 Tháng""}", ,2020-05-25 02:40:09,2020-05-25 02:40:09,confirm_attribute_value, ,,
67,17,2891958157587464,"/confirm_attribute_value{""guarantee"": ""NULL""}",Dạ mời bạn tham khảo sản phẩm Ghế Ô Tô độ tuổi sử dụng 0-36 Tháng hiện có tại shop nhé!,2020-05-25 02:40:17,2020-05-25 02:40:17,confirm_attribute_value,other,1.0,
68,18,1828419810617061,https://scontent.xx.fbcdn.net/v/t39.1997-6/cp0/39178562_1505197616293642_5411344281094848512_n.png?_nc_cat=1&_nc_sid=ac3552&_nc_ohc=v3YyaOzZn_8AX8WmPwa&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=9d935f1df9cc93d1245f183a529c138d&oe=5EDFEFC9,Bạn đang tìm kiếm thông tin gì ạ?,2020-05-11 02:54:20,2020-05-11 02:54:20,send_link,other,1.0,other
69,19,2170909172925487,/start_conversation,"Chào Lê Trang, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-05-27 06:30:57,2020-05-27 06:30:58,start_conversation, ,,other
70,19,2170909172925487,Hi shop,"Chào bạn, mình là trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-05-27 06:31:11,2020-05-27 06:31:11,greet, ,,other
71,19,2170909172925487,"Cho mình hỏi giá bộ này bao nhiêu tiền vậy ạ
https://scontent.xx.fbcdn.net/v/t1.15752-9/96689610_2628134154109833_4626651080351023104_n.jpg?_nc_cat=105&_nc_sid=b96e70&_nc_ohc=j7N0QgCT1ZkAX-8QBgP&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=c60beefa99bf6d1cf5f25108a910dd57&oe=5EF242EF","Sản phẩm  Đồ chơi xúc cát Royal care  hiện shop đang có giá: *225,000 VND (giá gốc 325,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-05-27 06:31:33,2020-05-27 06:31:35,query_knowledge_base,other,1.0,other
72,20,2170909172925487,Cho mình bộ này nhé,"Sản phẩm  Đồ chơi xúc cát Royal care  hiện shop đang có giá: *225,000 VND (giá gốc 325,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-05-27 06:58:04,2020-05-27 06:58:04,query_knowledge_base, ,,
73,20,2170909172925487,Gửi về  26 lâm hoằng tp huế, ,2020-05-27 06:58:24, ,handover_to_inbox,handover_to_inbox,,
74,21,2026491367424205,"https://scontent.xx.fbcdn.net/v/t1.15752-9/100063177_633828467205676_6088772374428123136_n.jpg?_nc_cat=103&_nc_sid=b96e70&_nc_ohc=-j27rSMyzF0AX-_YwiW&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=79710533119c2a177d601143b571a714&oe=5EF5C49F
Sp này hết hàng rồi hả bn","Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",2020-05-29 10:03:50,2020-05-29 10:03:53,query_knowledge_base, ,,other
75,21,2026491367424205,"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/5316521835"", ""product_id"": ""https://shopee.vn/product/36371562/5316521835""}","Dạ, sản phẩm hiện tại bên shop đang tạm hết hàng ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé!",2020-05-29 10:04:16,2020-05-29 10:04:16,query_knowledge_base,other,1.0,other
76,22,2897122070369798,Thế ship về Thanh Hóa  tầm nhiều tiền không shop, ,2020-05-29 10:02:21, ,handover_to_inbox,shipping_order,,
77,23,2266906916732971,Cho em xem ảnh thật với ạ,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",2020-05-29 08:41:50,2020-05-29 08:41:50,query_knowledge_base, ,,
78,23,2266906916732971,Dạ thỏ ú oà ah, ,2020-05-29 08:42:13, ,query_knowledge_base,other,1.0,
79,24,2091589600959532,Chào shop. Bên b còn ghế ăn dặm umoo ko,"Dạ, sản phẩm Ghế Ăn hãng sản xuất Umoo hiện tại bên shop đang tạm hết hàng ạ. Bạn tham khảo các sản phẩm khác dành cho bé nhé!",2020-05-29 08:37:26,2020-05-29 08:37:27,query_knowledge_base, ,,uc_1
80,24,2091589600959532,"Trên shopee mẫu này có phải của shop ko
https://scontent.xx.fbcdn.net/v/t1.15752-9/100921796_2864786710419173_4602783753813622784_n.png?_nc_cat=109&_nc_sid=b96e70&_nc_ohc=5tikOHgISwYAX8qiYZg&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=193363d8cf2569feee4ab5b1e1ee268d&oe=5EF7C998", ,2020-05-29 08:39:09, ,handover_to_inbox,handover_to_inbox,,
81,25,1595547530543127,Bên bạn có bàn chơi lego ghế tai thỏ ko,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",2020-05-29 07:41:47,2020-05-29 07:41:48,query_knowledge_base, ,,
82,25,1595547530543127,Bộ đồ bàn ghế chơi lego hoa anh đào đó bạn, ,2020-05-29 07:53:43,2020-05-29 07:53:43,query_knowledge_base, ,,
83,25,1595547530543127,"/confirm_object_type{""object_type"": ""bo_ban_ghe""}",Dạ mời bạn tham khảo sản phẩm Bộ Bàn Ghế  hiện có tại shop nhé!,2020-05-29 07:55:27,2020-05-29 07:55:27,confirm_object_type, ,,
84,25,1595547530543127,"Oh tiếc quá hết hàng rồi
Cám ơn bann", ,2020-05-29 07:56:32, ,handover_to_inbox,handover_to_inbox,,
85,26,3922554681151841,/start_conversation,"Chào Tạ Mai Hương, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-05-29 07:50:37,2020-05-29 07:50:37,start_conversation, ,,
86,26,3922554681151841,Bạn ơi bộ quây cũi có cầu trượt giá sao ban?,"Sản phẩm  Cầu Trượt  hiện shop đang có giá: *4,100,000 VND (giá gốc 5,000,000 VND), 1,982,500 VND (giá gốc 3,250,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-05-29 07:51:19,2020-05-29 07:51:19,query_knowledge_base, ,,
87,26,3922554681151841,Còn bộ quây cũi k có câu trượt cho mình xem anh với,Dạ mời bạn tham khảo sản phẩm Cầu Trượt  hiện có tại shop nhé!,2020-05-29 07:52:46,2020-05-29 07:52:46,query_knowledge_base,other,1.0,
88,27,2220692944718655,Shop có ngựa bập bênh k,"Sản phẩm  NGỰA BẬP BÊNH HOLLA 2020  hiện shop đang có giá: *590,000 VND (giá gốc 800,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-05-29 06:31:37,2020-05-29 06:31:38,query_knowledge_base, ,,uc_1
89,27,2220692944718655,"https://scontent.xx.fbcdn.net/v/t1.15752-9/99142019_965917330494915_271750865809833984_n.jpg?_nc_cat=106&_nc_sid=b96e70&_nc_ohc=JgitwhJhlRUAX-cqBOH&_nc_ad=z-m&_nc_cid=0&_nc_zor=9&_nc_ht=scontent.xx&oh=c411f33e6f46ed7871a413f5184df371&oe=5EF57AA1
Cả set này thì bn ah","Sản phẩm  COMBO HOLLA FULL PHIÊN BẢN 2020 MẪU VƯƠNG MIỆN  hiện shop đang có giá: *4,100,000 VND (giá gốc 5,000,000 VND)*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-05-29 06:34:49,2020-05-29 06:34:52,query_knowledge_base, ,,
90,27,2220692944718655,Set đấy có bao gồm ngựa ko nhỉ, ,2020-05-29 06:36:17, ,handover_to_inbox,handover_to_inbox,,
91,28,2879569772160509,Cảm ơn shop mình liên hệ sau,"Dạ, cảm ơn bạn!",2020-05-29 05:49:49,2020-05-29 05:49:49,thank,thanks,,
92,29,2879569772160509,Bên shop có bán quây nhựa loại này trên tiki hay shopee không vậy,Dạ mời bạn tham khảo sản phẩm Quây  hiện có tại shop nhé!,2020-05-29 06:21:16,2020-05-29 06:21:16,query_knowledge_base, ,,
93,29,2879569772160509,Tại mình có sài thẻ tín dụng được giảm giá á, ,2020-05-29 06:21:34, ,handover_to_inbox,handover_to_inbox,,
94,30,1945838965501717,"B ơi
B có xe đẩy gấp gọn V1 không", ,2020-05-29 06:02:14,2020-05-29 06:02:15,query_knowledge_base, ,,
95,30,1945838965501717,Giá như thế nào b, ,2020-05-29 06:04:47,2020-05-29 06:04:47,query_knowledge_base, ,,
96,30,1945838965501717,???, ,2020-05-29 06:05:18, ,ignore, ,,
97,30,1945838965501717,B k báo già ad, ,2020-05-29 06:07:37, ,handover_to_inbox,handover_to_inbox,,
98,31,1316952945100470,Có bình sữa hegen 240ml k vay,"Sản phẩm  Bình sữa cao cấp PPSU Tiny Baby ( Nhật Bản ) kích thước 240Ml hiện shop đang có giá: *159,000 VND (giá gốc 300,000 VND), 300,000 VND*.
Bạn tham khảo các sản phẩm sau nhé ạ:",2020-05-29 05:56:46,2020-05-29 05:56:47,query_knowledge_base,other,1.0,
99,32,4261850143828843,/start_conversation,"Chào Ho Anh Tuan, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-05-29 05:34:56,2020-05-29 05:34:57,start_conversation, ,,
100,32,4261850143828843,Shop mình có thuốc prenatal k ạ,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",2020-05-29 05:35:15,2020-05-29 05:35:15,query_knowledge_base,cv_fail,1.0,
101,33,2107052462696633,Shop ơi bạn ship tối nay đc k ạ ?, ,2020-05-29 04:39:09, ,handover_to_inbox, ,,
102,33,2107052462696633,Mình nhận ở văn quán hà đông, ,2020-05-29 04:39:22, ,handover_to_inbox,handover_to_inbox,,
103,34,2834066166692397,/start_conversation,"Chào Đỗ Diễm Anh, mình là trợ lý ảo của Shop Gấu & Bí Ngô!
Để hỗ trợ bạn nhanh nhất có thể, vui lòng mô tả ngắn gọn và rõ ràng sản phẩm muốn tìm kiếm nhé!",2020-05-29 03:51:29,2020-05-29 03:51:30,start_conversation, ,,other
