sentence,kmeans_cluster,x,y
màu,2,45.651039,1.574217
mẫu màu đen,0,-12.90936,53.529995
bé 3,9,8.681999,-63.296146
inbox giá,0,-19.26049,64.763359
gửi xe ngoại,8,-1.540053,12.15699
báo giá kệ,0,5.292299,60.572605
3 màu hình,6,-13.907561,17.576872
dụng xe,5,-27.886391,-36.544628
mẫu kg,3,42.15419,33.263577
ghế,7,-41.832153,0.467392
màu hả,0,-7.678626,65.024292
xe đẩy đảo chiều jovvy quattả,0,-6.743961,60.074131
shop giá,9,11.078899,-68.354256
thảm silicon bé,6,-17.859306,26.366207
3 màu size 1m6 - 1m8 shop,3,25.573502,47.962826
xe beko đo shop,1,3.638881,-17.105318
bé,2,72.051712,-21.29954
bé,2,72.051712,-21.29954
2 chiều,6,-20.013968,13.90415
mua xe đâuy bé,5,-32.26458,-46.300026
hôm,5,-68.818657,-28.518444
xe trùm,1,-13.042488,-16.381281
hả shop,8,22.303143,-5.268012
quây bóng toy house,3,40.766628,35.928493
shop xe đẩy joie pact navy,6,-19.953947,21.345123
2 bé tắm 1,1,12.55857,-14.880638
1 ngựa 2 1 ghế,5,-23.891741,-18.27286
giá tổng giá,6,-25.560555,35.316948
ghế dặm,1,11.845913,-22.471066
ghế dặm sale,0,-0.11095,63.94315
shop xe nadle,9,4.315627,-58.34375
màu xanh hàng shop,6,-16.070848,27.286018
xe đẩy v1 gấp hả,8,9.594398,7.369352
2 ghế kg shop,1,12.633378,-11.404171
ok đặt ngựa màu xanh nha,3,38.515568,37.365032
giá shop,9,10.665782,-69.959541
giá shop,9,13.169769,-70.639259
size bé,5,-34.18409,-31.938301
xe xe đẩy 2 chiều,9,33.123489,-49.201878
màu shop,4,-24.396847,-59.220387
đệm xe dày chắn,0,16.174494,54.419682
xe đẩy b-beko vinng vovo xe nhẹ hen,8,-1.525187,12.706533
xe đẩy aprica lý hộ hình,0,-5.63525,60.028687
giá thảm đàn umoo,3,36.415489,37.078724
shop 1 bóng kèm ghế màu xanh 1 ghế gội đầu baby hop màu xanh 1 mũ gội đầu màu xanh shop,6,-21.868095,41.374317
hơi bé,8,14.784347,3.7368
shop giá sách bé to,8,13.101003,-10.463443
mẫu,7,-55.486267,13.810255
thảm bóng,6,-8.008758,26.622234
shop sẵn giường cũi joie,0,1.723867,56.32748
grab kích thước,8,24.795156,1.026962
kích thước hàng,1,-16.495218,-23.84705
đai nha bé bé,1,-10.737447,-19.366623
xe lắp sẵn,1,-4.724863,-17.435423
hôm,5,-70.334435,-28.172226
giá thảm khảo,0,11.018857,53.730766
màu xanh bé trai,6,-17.578524,25.835493
báo giá,2,34.550781,-23.098541
màu,2,51.046856,1.37499
shop báo giá 2 nôi,6,-3.334827,21.079107
to xe,9,8.349125,-57.371891
ship giúp 1 màu hồng,6,-15.224355,20.415783
xe tròn tập đi,4,-24.334503,-46.583389
giá quây nhựa,8,16.344021,-7.103416
mua shop,4,-13.395134,-60.436371
shop gửi màu xanh,8,14.05399,10.311343
báo giá holla,6,-25.109493,39.985985
ghế hãng,0,2.240234,65.615395
bé đi tiêm,1,10.885447,-12.769707
size,3,36.673508,50.859585
kích thước 2mx3 4m,0,9.92481,55.527893
xe đẩy màu đỏ,5,-28.983812,-36.883034
1 màu xanh bé trai,8,14.927854,-3.613066
báo giá,2,35.624718,-20.899435
inbox giá,0,-20.036837,64.494316
bé bé trai,5,-35.040749,-31.745871
màu hả,0,-7.739572,65.12748
ngựa hồng,3,46.274536,26.199404
shop gọi xe,5,-29.693392,-42.353302
gửi xe,9,15.22076,-55.908478
xe muộn,1,-0.877592,-12.717592
ghế,7,-40.581177,-0.202071
shop gửi gửi muộn xe,8,11.903641,-2.759665
ok màu shop 2,8,0.331364,17.733089
giá màu,5,-29.565746,-26.361263
xe nadle,4,-9.375661,-53.916889
xe màu,9,39.888462,-46.039074
xe nadle 2019,6,-5.318011,13.658612
giá món màu xanh,6,-20.237637,42.839973
giá ảnh xe chòi chân nhed,8,13.612627,-7.010567
oto tập đi shop,8,21.254429,-10.723597
ảnh xe đơn giản bé đẩy tập đi hữu dụng shop tư vấn,6,-20.943163,34.224861
giá ảnh mấy mẫu xe đẩy tập đi nhed xe tròn shop,1,-12.458018,-20.617281
mặt cầu tụt màu xanh,3,48.508774,26.315292
khăn che xe đẩy,6,-19.502659,18.606535
xe gấp gọn,4,-2.822189,-55.697109
xe đẩy đặt bé 4,4,-17.977657,-50.776463
bao thảm bóng,6,-7.422094,26.90498
màu xanh shop,1,-3.194026,-31.485058
mẫu xe đẩy vinng,4,-21.097746,-50.569046
shop tư vấn giúp xe đẩy giá 2 triệu,5,-20.999302,-20.03159
quây,2,52.198544,-22.505596
gấp đi tặng,6,-0.509055,20.681416
hả,3,48.02224,21.456867
đi tặng gấp,6,-0.509046,20.680565
gấp,3,24.003592,62.21529
mâuz bàn ghế bé gửi,6,-4.912597,17.300392
shop giá,9,10.245934,-68.338593
màu,2,44.792252,-0.416334
size,3,36.809895,50.092049
xe tập đi bé,9,38.371498,-48.1078
kiểu mặt bàn lắp lego tập tô màu shop,0,4.755419,57.066814
màu đen bao,0,-15.183653,48.611179
màu,2,46.820812,-1.748374
shop quây holla,8,25.474123,-12.187594
tặng shop,1,5.241751,-22.547724
mấy màu shop,8,20.727987,-13.773346
mẫu bàn học,3,31.619333,44.074856
uh giá,3,28.52462,44.380035
hả,3,48.537128,21.691801
báo giá khung bé,6,-7.661648,17.979038
báo giá nha shop,8,18.148701,-5.180544
đồ,3,49.76371,39.938618
đồ,3,49.863255,39.366066
đồ,3,48.993664,39.634892
1 ghế,9,18.066734,-63.743931
giá shop,9,11.506582,-69.172806
màu,2,45.748192,0.556192
giá vẽ,0,-0.988479,54.639946
ghế nôi,0,4.119236,64.219391
shop ghế ô tô,5,-24.792248,-18.625668
màu đen shop,8,20.628649,-9.165782
mẫu,7,-57.00523,15.193184
bé mấy,5,-35.868534,-23.875263
xe giá,2,72.752327,-13.28064
okie đo kích thước báo,0,-8.690298,57.202103
giá ghế,7,-40.948807,-5.873017
ghế,7,-40.366821,2.305269
ghế ô tô,8,7.191066,-0.205666
bé,2,72.051712,-21.29954
bóng vẽ màu xanh bảo tiền shop,3,27.586594,47.02615
bé 18 xe hợp,1,5.955522,-13.189764
xe 3 bánh,4,-6.326903,-54.372211
1 nha,1,8.770956,-14.657212
giá kệ nhed,3,41.855164,32.334122
2 mẫu shop,1,-9.355967,-26.353884
hả shop,8,22.303106,-5.268003
gấp,3,23.884615,61.784401
inbox giá xe đẩy umoo,1,0.241388,-12.80091
shop áo mưa xe đẩy,1,2.894972,-15.929535
giá xe,2,71.909981,-13.930736
hả,3,48.913567,21.63162
shop quây cũi,1,-5.739178,-28.991463
1 mẫu 2 mặt hả,0,-12.63174,54.735565
cũi,3,20.354767,43.017166
mẫu ghế oto bé,8,15.950678,-0.562601
shop đai đèo bé đi xe máy,1,2.387012,-18.033464
shop ghế mastela 1015 shop,1,8.390604,-18.593122
màu trắng size to,3,36.640671,40.898361
1 hộp trang màu trắng size to,3,39.549191,36.385075
thảm gấp,0,-5.261988,51.506119
xe tập đi,9,35.026806,-49.383419
mua ghế ô tô,8,7.587478,-1.425294
shop màu đen,8,20.628483,-9.165925
2 mẫu,6,-18.660604,14.407784
mẫu ghế chỉnh shop,6,-5.268586,20.003885
ghế nhựa màu,8,10.54157,-1.405783
xe kèm màn kia,6,-17.943169,21.746166
xe đẩy gấp gọn,4,0.502404,-57.093994
xe đẩy joice,5,-28.122541,-35.239189
kích cỡ,8,-4.394534,10.104532
kích cỡ,8,-4.394532,10.104525
báo giá set quây bóng,0,-13.478578,47.844402
mẫu xe gửi,4,-25.493177,-44.137638
màu hả,0,-7.684216,65.049515
kệ màu shop,8,2.421594,17.340902
hình giá đi,1,-21.22109,-14.897084
bóng rời,3,47.449112,26.6817
báo giá a,3,28.224264,42.737179
bé đẩy trượt,1,3.760953,-19.307758
quây hình,6,-14.918786,38.874767
gấp,3,23.55718,62.149826
kệ đồ bé,6,-25.708824,27.296474
ghế dặm mastela 1015,0,0.885641,63.22105
thảm silicon bé shop,1,10.380613,-16.942957
shop giá,9,10.043406,-70.687813
giá xe,2,72.415771,-14.614937
shop mua ghế dặm bé,4,-20.48863,-56.330719
mấy màu,0,-20.156143,55.695938
địu bé 2 5,0,1.314382,59.878941
màu,2,49.564259,-0.45543
xe đi,2,74.686508,-12.024922
màu shop,4,-24.441978,-59.226009
màu,2,47.49036,4.53451
hình gấp xe,5,-26.917973,-35.351337
giá sale shop,8,18.252768,-0.699274
1 giá vẽ trẻ,6,-21.727932,26.271437
giá vẽ trẻ,3,26.251804,45.446308
shop xe tập đi,9,34.494469,-49.695541
bé mua,9,16.994198,-61.729256
giá xe mấy tư,5,-28.990364,-36.859993
1 1m8 1 2m,6,-22.221943,26.718725
màu,2,51.046856,1.37499
mua lều bé,8,3.367785,13.412082
xe gập gọn tiện đi du lịch,0,-19.107214,48.991467
xe xe 1 chiều 2 chiều,9,15.32748,-57.093174
ghế shop,9,20.921228,-69.574913
giá hả shop,1,-11.142199,-23.34005
giá xe đẩy,9,41.761566,-45.524345
hả,3,49.29039,20.69585
mẫu shop,5,-48.686062,-22.191099
mẫu shop,5,-49.926292,-21.382915
1 đi shop,9,27.916691,-54.500118
ghế nhún,0,11.966495,60.977901
mẫu gấp gọn phân chân,0,-1.515896,56.759853
màu đen chân,6,-1.730707,19.250917
định xe hả,6,-20.431129,21.817076
màu,2,51.046856,1.37499
xe nhed,1,-19.444843,-22.211716
xe màu xám,1,2.341336,-15.757736
ok xe tặng kèm,8,9.817575,10.205839
kệ size màu,3,28.305876,46.026333
mua đi tặng,1,3.399525,-20.765429
bàn,8,22.770565,15.862774
gấp,3,24.003592,62.21529
xe màu,9,39.888206,-46.039322
giá xong,3,27.208179,43.761044
shop giá xả đẩy,1,8.188984,-17.494801
giá xe trọng,5,-20.00111,-22.618288
mẫu hả,3,21.973804,46.372692
màu,2,47.49036,4.53451
xe đẩy 2 chiều,4,2.791303,-58.874996
shop mẫu xe đẩy đẹp ok sơ sinh 3-4,0,3.914162,57.585033
shop ghế dặm mastela,1,-11.911743,-27.246889
hướng lắp xe,8,-4.254875,13.067383
thước,9,27.956705,-53.218235
đẩy chúc đất đẩy,0,18.01079,56.408508
gửi xe báo đón,6,-19.548647,35.538082
gửi xe chỗ,8,7.302356,9.400942
cũi 2 tặng,0,1.968144,59.789333
shop ghế dặm mastela lùn,6,-20.826206,30.297808
shop ghế dặm mastela lùn,6,-20.826611,30.297995
màu xanh hả shop,8,2.740674,17.488329
ok ghế đi,8,12.5673,-4.222476
ghế,7,-40.0196,-0.722726
thay bé dặm,0,-15.617307,52.133659
chi 1,0,3.243357,58.808418
ghế tặng,8,11.891764,5.026694
nhầm kích cỡ,3,32.743702,41.689327
thảm,7,-70.382881,2.658802
shop màu xanh,1,-2.772888,-31.818672
mẫu shop,5,-48.863972,-20.929619
màu shop,4,-23.980528,-59.549587
xe chắn shop,9,11.624517,-59.445103
shop giá ghế,9,5.657388,-64.029594
hả shop,8,22.303183,-5.268012
quây size bé nha chật,0,-6.853113,56.088062
đổi xe,1,-11.944836,-15.011091
xe vovo -2 chiều đen,0,-11.136026,57.687214
ảnh xe beko,8,13.27484,15.625721
mẫu,7,-53.934738,17.299219
quây đồ,0,-14.84456,45.913204
quây nhựa bé,5,-27.4729,-20.816267
xe gáp gọn,1,-0.454746,-13.856538
xe thể 1 chút,1,-9.762608,-19.119812
báo giá xe,9,6.767606,-57.438038
báo giá,2,35.892849,-21.269926
1 hộp,6,-22.500879,43.247154
ghế,7,-40.819614,2.345485
mẫu,7,-58.281174,18.282536
giá mua quây cũi nhựa,8,10.300411,13.561403
báo giá,2,33.911064,-21.740002
mua thảm bóng,8,19.305748,4.665325
ghế nôi ô tô bé,8,7.082497,0.320045
tư vấn mua xe đẩy nha,1,-16.561653,-19.712532
mua quây tặng,6,-6.533153,24.010057
báo giá mẫu,6,2.645007,23.954275
bé mấy,5,-36.120831,-23.784616
xe gấp gọn đảo chiều,1,16.516535,-14.257579
giá vẽ holla,3,21.413807,50.171303
ghế dặm 1 triệu gập gọn,6,-20.167812,30.918146
ghế shop,9,20.993574,-70.043358
xe đẩy mastela,9,27.687639,-52.076721
shop thảm hình bé,5,-31.361996,-31.169819
inbox cũi vải shop,3,36.159164,38.286442
2 ghế,5,-26.78425,-15.84077
giá bàn,1,-21.362394,-14.636791
tặng phao cổ bóng,3,48.020634,26.54495
ghế mastela 1015 shop,8,3.286796,18.158354
đặt xe vinng,1,-12.664487,-16.337053
ảnh xe vinng nha,8,13.512081,16.009171
xe đảo chiều,1,-13.688763,-14.671803
giá nha shop,5,-25.015203,-23.211432
quây nhựa,6,-25.470934,23.245415
báo giá,2,34.616482,-22.316969
gấp,3,24.003592,62.21529
bàn ghế lắp ghép lego giá,0,-4.738665,58.232983
gửi link xe chòi chân,8,12.071929,-3.285296
giá mẫu,1,8.779821,-32.940372
xe màu,9,39.888206,-46.039337
mua xe shop,9,39.537174,-46.676285
mua xe đẩy joie pact,8,12.558253,-1.184652
2 chiều,6,-20.013954,13.903905
bé 2,4,-4.854937,-64.214996
xe đẩy bé 2 nằm shop,4,0.840799,-58.795055
màu hả,0,-7.580338,65.057434
giá shop,9,12.641341,-71.394501
xe ẩy bé đi,4,-6.631657,-58.682053
xe chòi konidkid,8,10.932618,-4.063269
mua shop,4,-13.395208,-60.436352
báo giá đăng gấp,3,19.208569,54.187748
xe đạp đẩy,9,27.024006,-50.707581
giá xe đạp đẩy,9,18.036558,-57.490227
giá shop,9,12.586061,-70.014137
shop xe đẩy vovo,9,10.061391,-59.05497
báo giá,2,34.037449,-23.000843
gửi mẫu ghế bé joie,8,4.785044,13.569556
mẫu,7,-58.281174,18.282536
ghế,7,-40.970119,-0.718771
báo giá 2 mẫu,8,3.127723,22.50746
shop gửi mấy mẫu xe tập đi,5,-28.705725,-32.391373
tặng kèm bóng hả,0,12.110222,54.521946
giá quây,5,-41.393219,-32.048744
shop xe đẩy vovo 1 chiều du lịch,1,-18.987755,-19.455656
quây giá,5,-41.393135,-32.048271
màu,2,45.74559,1.802016
shop xe đẩy vinng,9,16.113316,-58.352032
shop báo giá ghế dặm newber,6,-4.104101,18.343536
chiều chân 1m98 shop,6,-19.31934,31.309566
màu,2,49.358158,-3.298839
shop giá màu đen,1,-2.963332,-26.414009
xe vovo 1 chiều màu đen,1,-3.353162,-19.625023
mẫu chỗ chân,3,22.300278,51.219513
mẫu,7,-53.56525,19.926195
mẫu chỗ chân shop,6,-15.054021,23.368876
ghế ô tô sẵn,6,-24.423809,31.428268
báo giá,2,36.047806,-21.635544
mẫu,7,-50.762852,16.953859
gấp gọn đi,1,-5.508565,-19.275892
xe mấy cân,6,-5.118021,13.3312
mua ghế dặm,1,7.547237,-21.496151
tủ giá shop,8,18.279118,-0.329535
nôi giá,0,6.414943,60.175911
báo giá,2,33.812439,-24.421968
thảm hình bé,1,-1.453144,-19.489834
mua xe dặm,4,1.643761,-58.476517
bé 2,4,-4.612134,-64.217354
báo giá xe,9,6.767605,-57.438114
màu,2,47.766201,-1.260029
mẫu,7,-56.961811,12.473277
mua 1 bể,6,-22.221088,27.382683
màu bé gái,8,11.22246,10.277612
ngựa bóng,3,27.640331,49.590424
giá xe đẩy,9,41.761574,-45.524307
giá kích thc,8,-2.815979,14.780572
quây,2,52.086712,-23.216059
quây shop sách mua,6,-7.230206,23.947657
thảm,7,-70.228714,2.710984
màu,2,45.752964,-3.788633
1 màu bé trai,1,-2.964552,-22.692705
quây bóng,8,22.694218,4.857569
quên bé mấy,0,10.242346,60.301949
mẫu,7,-58.281174,18.282536
ghế xe ô tô bé mẫu,4,-15.752637,-54.952911
cũi,3,20.354767,43.01635
mẫu,7,-58.281174,18.282536
mẫu,7,-53.662979,15.262637
đặt xe đẩy joovy màu đỏ shop ahopee,6,-20.205235,36.537643
inbox giá địu,3,43.344814,29.254061
mấy mẫu,0,18.754366,57.253941
ghế,7,-41.922909,1.942568
mẫu,7,-54.824009,17.675993
thảm giá hả,6,-13.264279,23.214123
giá rẻ,3,26.224314,43.114849
giá sale xe đẩy đảo chiều gấp gọn vinng,8,7.262555,10.861359
sănz xe chòi chân,1,1.830305,-16.904367
2 mẫu,6,-18.660629,14.407451
mẫu,7,-52.73357,15.323431
màu,2,43.603741,2.064639
hiện đồ bé 1,8,14.366068,3.481753
xe nguyên combo đẩy miếng bập bênh lun hả,3,41.668491,31.973749
xe nhựa màu xanh nha,1,4.811874,-12.38983
1 xe nha,9,16.868725,-56.967361
mua đồ shop mấy,8,5.603299,13.168745
ghế xe lag đệm êm,0,16.429789,55.009415
shop inbox giá ghế,1,-9.247775,-22.164217
mastela,6,-30.993887,33.837067
đồ bé,5,-35.627228,-24.679338
ghế shop,9,20.993574,-70.043358
bé 3,9,8.681996,-63.296177
xe giá cũ,5,-21.725626,-23.592657
2 giá,5,-29.962128,-16.772249
hôm shop ship đọc facebook màu hồng giá,3,34.880772,40.129482
mẫu shop,5,-49.195969,-20.318295
vali xe đẩy pier,8,-3.192093,12.625045
màu xanh đồ đẩy,8,3.662212,16.648426
đồ đẩy,8,12.103458,-7.750117
bé mấy,5,-35.867779,-23.874599
hướng gấp ghế,3,23.538429,45.392372
giá hả,6,-11.04038,15.623387
màu,2,51.046856,1.37499
1 mẫu hả shop,1,-3.785193,-21.777515
thảm cuộn bé mẫu đi shop,1,7.803843,-18.013044
màu shop,4,-24.200317,-59.272934
mấy size hả,3,40.111378,33.837219
quây bóng thảm,8,11.233461,20.895023
màu,2,43.97691,-2.93777
kèm bóng ghế kèm chữ shop,6,-10.863615,26.363304
chào shop giá,8,19.299271,0.073092
2 hả,0,4.624077,58.9743
đồ silicone đẩy,3,32.450527,43.146595
xe màu xám nha,8,12.743734,16.296328
ship 1 xe đẩy vovo màu xám,8,12.418624,-7.68241
bóng rổ,3,46.698719,26.922237
3 in 1,6,-15.53376,18.090223
xe beko dòng,6,-21.008389,23.872995
xe mastela xếp gọn beko,6,-19.284142,23.061985
báo giá,2,33.333611,-22.410679
xe mastela nha,5,-30.617697,-42.150097
inbox xe beko,6,-6.588908,12.698422
giá cá,3,38.251194,35.416275
hai bé,6,-12.9478,11.319368
thảm giá,1,-4.804102,-25.94665
báo giá,2,32.111828,-23.206057
ghế,7,-41.59827,2.190976
1 đồ chiều,8,12.261243,8.17202
màu đen nha shop,6,-6.105487,21.497179
xe ngã shop,5,-30.341742,-39.608734
giá nha,8,13.921851,17.651085
gỗ kích thước giá hả shop,1,1.249588,-23.327415
ghế rung bé nằm,6,-22.146139,45.848297
1 xe,2,75.003304,-11.827838
ghế,7,-41.677883,-0.392947
gấp gọn,6,-23.865828,14.403905
bé,2,72.051712,-21.29954
xe bắn bóng kia bóng đi kèm,8,21.621265,2.454871
xe bắn bóng kia bóng đi kèm,8,21.621254,2.454843
2 xe,9,38.07135,-46.115681
sẵn giá mẫu ngựa,0,-2.73031,57.012722
màu,2,48.867443,1.596677
giá vovo 1 chiều,8,13.526747,-7.88422
xe đẩy kho trực tiếp,0,17.009495,55.569504
báo giá mjh,3,33.330124,38.461514
shop thảm silicon,0,-13.380797,45.691158
cũi,3,20.354767,43.016834
shop 1,9,28.900763,-54.613625
mấy màu,0,-20.155975,55.696461
bàn,8,22.770565,15.862774
shop ghế,9,20.526981,-69.609138
hả,3,49.290401,20.695734
báo giá 3 ghế,1,-0.65474,-25.541748
xe 3 bánh thăng,1,3.999938,-13.540395
bé 1,9,40.358902,-49.017494
nhầm xe 3 bánh bàn đạp,8,9.206964,10.412781
mua xe scooter bé bé,9,5.101225,-61.317577
kích thước hợp lý báo,0,-18.438435,46.800056
màu xanh shop,1,-3.227625,-31.576517
giá món,0,-17.651445,54.330021
giá ngựa hola nha,3,29.520519,43.443401
xe đẩy hả,9,8.629307,-57.152889
sẵn ghế dặm,6,-22.965868,31.84355
nhựa ghế màu hồng,6,-15.706582,19.931063
ghế mastela kia bao nhiêu sẵn màu hồng,0,-14.215789,53.531242
xe mastela màu shop,9,6.202763,-59.596111
mẫu,7,-57.558796,15.689185
giá thảm cuộn silicon,3,42.255318,31.576813
xe nadle joovy,6,-19.957434,20.715986
shop mẫu,5,-49.605225,-22.105858
báo giá ngựa hồng,0,7.879433,59.112957
bé 2m,1,5.864663,-20.001966
sẵn ship giúp 1 màu xanh,6,-21.076746,34.626125
màu,2,51.046856,1.37499
màu xanh nha shop,8,14.125594,11.97294
ship 1 màu hồng,6,-15.138686,20.060438
shop ghế rung mastela,6,-3.457266,19.225492
bóng thả,3,46.635391,27.409195
quây cũi,6,-28.360548,24.342543
3 món,3,24.532391,52.716034
báo giá 3 món giùm,3,29.543274,44.066147
mua bé 3,4,-16.441956,-56.84819
mua hai giá,6,-22.999098,45.09959
shop giá nôi cũi,6,-6.934738,19.950567
mẫu,7,-56.575302,15.156874
hôm,5,-68.818657,-28.518444
kích thước nhe,8,24.87421,-0.98663
ghế gấp gọn,1,17.204306,-15.531985
shop ghế,9,20.517359,-70.064682
mua bé 2,4,-19.841116,-55.235931
size to shop,6,-9.181125,22.491009
chào shop ghế màu xanh,8,3.808799,17.702988
kích thước giường 1m1,8,10.131356,15.671284
màu,2,51.046856,1.37499
mẫu giá shop,5,-33.574711,-42.889961
shop báo giá giúp mẫu xe nayd,8,11.266496,-9.590708
giá xe màu xanh nha,5,-28.899189,-30.232891
mẫu,7,-57.095875,16.637514
bé chút,6,-10.997159,11.769574
mấy màu,0,-20.156086,55.696308
xe hình gửi hả,8,10.935631,-3.807513
shop xe sẵn,9,12.454759,-59.479717
giá shop nha,5,-25.013512,-23.213451
bé,2,71.435555,-21.000017
xe ôtô,1,1.642138,-10.561057
ghế,7,-42.525665,-0.701852
xe luddy đấy xe gửi kích thước,4,-21.958576,-48.855362
bé gái 1,5,-22.652168,-18.078911
báo giá mẫu,6,2.640991,23.950565
ghế,7,-39.128883,1.473772
xe cân,1,-6.140101,-14.724861
bé 2,4,-4.621175,-64.185303
shop báo giá,5,-28.490448,-24.77183
ngựa bé mấy,6,-7.977536,17.514273
giá shop,9,11.132004,-70.551003
inbox giá,0,-20.138405,64.907166
màu xanh shop,1,-3.187049,-31.784777
2 1,4,-26.050993,-49.619076
ghế dặm shop,5,-34.993713,-38.426655
ghế,7,-40.953945,-0.272467
ghế,7,-42.438564,1.368764
sợ bé,6,-26.57654,41.989468
kích thước mấy,5,-37.620289,-41.727741
bé mấy,5,-36.120831,-23.784616
quây,2,51.238251,-22.998169
xe đẩy gấp gọn mhà nhẹ,8,9.834636,6.424994
giá 1 shop,9,15.278194,-62.669846
mẫu quây bóng,8,10.249191,22.072004
mẫu,7,-52.538795,16.817278
màu cam shop,6,-17.280651,28.766344
shop xe chòi chân,9,21.705292,-55.326973
thảm 2 mẫu hả,0,-12.165655,54.658413
trượt màu cam 1 ghế,0,-14.358331,54.496563
shop xe lắc bé,9,25.152853,-53.999439
vi bàn ghế mua shop lắm ghế,6,-17.997589,24.248007
mua ghế,5,-34.909546,-46.466335
nguyên bàn ghế,0,-3.803035,58.755573
shop xe chòi chân mini,5,-23.324476,-21.109364
thảm shop,5,-47.992413,-26.940842
kia bé,5,-33.862568,-33.156113
bé,2,71.923286,-20.732855
bé đi,9,38.992043,-48.686268
báo giá,2,35.339481,-21.823591
mẫu,7,-54.995792,14.340553
1 đàn,0,-16.884295,56.48946
1 đàn,0,-16.884295,56.48946
hiện sẵn xe,8,-2.917048,12.268943
xe chòi chân microbike,1,1.09573,-16.670065
3 mẫu mẫu báo giá,6,1.943005,23.88335
1 xe đạp chòi chân,4,-5.952242,-59.071857
mẫu,7,-56.806255,16.950413
xe đạp chòi chân,4,-13.988123,-55.004604
shop xe chòi chân bé,9,30.143776,-52.532101
hôm mua xe,1,-17.796705,-17.872805
ship ghế dặm mastela premium 1016 màu xe đẩy vinng màu đen địa chỉ,0,-1.332775,58.05862
mẫu,7,-55.537914,15.48303
xe đẩy vinng màu đen ghế dặm mastela premium 1016 mẫu,6,-18.30547,23.93795
shop xe bé 12 70cm chống chân,6,-3.93875,17.091028
xanh dương nha shop,3,24.322638,49.364433
màu xanh bé trai nha shop,8,2.757565,16.492342
màu xanh shop,1,-2.713465,-31.754181
3 tủ,3,35.056923,41.291084
xe chòi chân,9,20.046402,-55.717319
xe khuyến mại,0,5.260098,58.879925
1015 giá,3,19.779881,50.730515
thảm,7,-70.385803,3.351724
thảm bé,4,-16.941044,-57.014343
bé 2,4,-4.854005,-64.212936
kèm ghế bảng hả,3,24.59646,45.638866
